iteration,episode,avg_score,best_avg_score,best_score
0,3,-5.0,-5.0
1,31,-4.258064516129032,-4.258064516129032
2,58,-4.137931034482759,-4.137931034482759
3,79,-4.2025316455696204,-4.137931034482759
4,103,-4.03,-4.03
5,122,-3.89,-3.89
6,143,-3.69,-3.69
7,163,-3.52,-3.52
8,183,-3.28,-3.28
9,201,-3.03,-3.03
10,218,-2.68,-2.68
11,231,-2.33,-2.33
12,244,-1.79,-1.79
13,262,-1.07,-1.07
14,274,-0.63,-0.63
15,291,0.11,0.11
16,304,0.58,0.58
17,320,1.17,1.17
18,333,1.32,1.32
19,349,1.78,1.78
20,367,1.86,1.86
21,382,1.83,1.86
22,396,1.98,1.98
23,412,2.22,2.22
24,426,2.24,2.24
25,442,2.19,2.24
26,456,2.25,2.25
27,472,2.02,2.25
28,484,2.06,2.25
29,501,2.12,2.25
30,513,1.86,2.25
31,530,1.79,2.25
32,541,1.7,2.25
33,556,1.5,2.25
34,569,1.75,2.25
35,581,1.78,2.25
36,593,1.91,2.25
37,604,2.11,2.25
38,617,2.52,2.52
39,627,2.88,2.88
40,639,3.19,3.19
41,650,3.69,3.69
42,657,3.86,3.86
43,672,4.38,4.38
44,682,4.56,4.56
45,691,4.54,4.56
46,702,4.54,4.56
47,709,4.9,4.9
48,723,5.2,5.2
49,730,5.12,5.2
50,741,5.49,5.49
51,748,5.46,5.49
52,762,5.68,5.68
53,769,5.58,5.68
54,778,5.81,5.81
55,788,6.09,6.09
56,797,6.52,6.52
57,803,6.53,6.53
58,814,6.76,6.76
59,821,7.17,7.17
60,829,7.47,7.47
61,838,7.52,7.52
62,848,7.77,7.77
63,856,8.2,8.2
64,862,8.11,8.2
65,872,8.48,8.48
66,879,8.9,8.9
67,885,9.17,9.17
68,893,9.46,9.46
69,900,9.59,9.59
70,912,9.79,9.79
71,916,10.0,10.0
72,925,9.95,10.0
73,930,10.33,10.33
74,944,10.71,10.71
75,950,11.02,11.02
76,956,11.07,11.07
77,964,11.22,11.22
78,969,11.19,11.22
79,977,11.63,11.63
80,984,11.86,11.86
81,993,12.25,12.25
82,999,12.4,12.4
83,1006,12.44,12.44
84,1011,12.59,12.59
85,1022,12.69,12.69
86,1030,12.69,12.69
87,1034,12.58,12.69
88,1041,12.75,12.75
89,1052,12.78,12.78
90,1056,12.91,12.91
91,1067,13.46,13.46
92,1071,13.29,13.46
93,1077,13.25,13.46
94,1081,13.34,13.46
95,1089,13.4,13.46
96,1099,13.59,13.59
97,1106,13.56,13.59
98,1110,13.54,13.59
99,1117,13.45,13.59
100,1126,13.79,13.79
101,1133,14.04,14.04
102,1136,14.22,14.22
103,1143,14.37,14.37
104,1151,14.52,14.52
105,1158,14.73,14.73
106,1166,14.77,14.77
107,1169,14.98,14.98
108,1176,14.94,14.98
109,1188,14.79,14.98
110,1188,14.79,14.98
111,1193,14.8,14.98
112,1198,15.12,15.12
113,1207,15.47,15.47
114,1214,15.79,15.79
115,1220,16.22,16.22
116,1222,16.28,16.28
117,1227,16.32,16.32
118,1236,16.26,16.32
119,1246,16.45,16.45
120,1247,16.51,16.51
121,1253,16.93,16.93
122,1255,16.82,16.93
123,1260,16.84,16.93
124,1267,17.38,17.38
125,1274,17.87,17.87
126,1280,18.13,18.13
127,1283,18.13,18.13
128,1289,18.89,18.89
129,1295,18.95,18.95
130,1299,18.84,18.95
131,1306,19.29,19.29
132,1309,19.45,19.45
133,1313,19.46,19.46
134,1318,19.62,19.62
135,1320,19.8,19.8
136,1324,20.18,20.18
137,1331,20.74,20.74
138,1337,21.09,21.09
139,1341,21.44,21.44
140,1344,21.96,21.96
141,1348,22.05,22.05
142,1355,22.62,22.62
143,1358,22.71,22.71
144,1362,23.3,23.3
145,1372,23.65,23.65
146,1375,23.54,23.65
147,1378,23.64,23.65
148,1384,23.78,23.78
149,1386,23.59,23.78
150,1390,23.63,23.78
151,1393,24.15,24.15
152,1403,24.77,24.77
153,1408,24.66,24.77
154,1413,24.63,24.77
155,1416,24.6,24.77
156,1419,24.86,24.86
157,1422,24.47,24.86
158,1426,24.43,24.86
159,1434,24.81,24.86
160,1439,24.93,24.93
161,1443,24.9,24.93
162,1447,24.92,24.93
163,1449,24.91,24.93
164,1452,24.74,24.93
165,1456,24.93,24.93
166,1462,24.59,24.93
167,1469,25.16,25.16
168,1474,25.65,25.65
169,1476,25.65,25.65
170,1478,26.11,26.11
171,1482,26.82,26.82
172,1487,26.86,26.86
173,1490,26.91,26.91
174,1494,27.14,27.14
175,1500,27.71,27.71
176,1503,28.24,28.24
177,1510,29.28,29.28
178,1513,29.59,29.59
179,1516,29.98,29.98
180,1520,30.15,30.15
181,1524,30.43,30.43
182,1526,30.72,30.72
183,1528,30.76,30.76
184,1532,31.06,31.06
185,1538,32.33,32.33
186,1542,32.86,32.86
187,1545,33.02,33.02
188,1549,33.65,33.65
189,1554,34.16,34.16
190,1558,34.53,34.53
191,1563,35.27,35.27
192,1563,35.27,35.27
193,1566,35.75,35.75
194,1568,35.73,35.75
195,1574,35.66,35.75
196,1578,35.91,35.91
197,1582,36.43,36.43
198,1586,36.9,36.9
199,1591,37.4,37.4
200,1595,37.58,37.58
201,1598,37.84,37.84
202,1601,37.78,37.84
203,1605,37.52,37.84
204,1609,37.42,37.84
205,1613,37.86,37.86
206,1616,37.8,37.86
207,1621,38.11,38.11
208,1624,38.66,38.66
209,1626,38.89,38.89
210,1631,39.25,39.25
211,1631,39.25,39.25
212,1638,39.26,39.26
213,1644,39.21,39.26
214,1646,39.58,39.58
215,1650,39.28,39.58
216,1653,39.47,39.58
217,1655,39.39,39.58
218,1659,39.78,39.78
219,1663,39.98,39.98
220,1668,40.06,40.06
221,1673,40.3,40.3
222,1675,40.4,40.4
223,1677,40.37,40.4
224,1681,40.31,40.4
225,1687,40.52,40.52
226,1688,40.62,40.62
227,1691,40.75,40.75
228,1693,41.21,41.21
229,1699,41.88,41.88
230,1706,42.73,42.73
231,1706,42.73,42.73
232,1711,43.5,43.5
233,1713,43.6,43.6
234,1717,44.42,44.42
235,1720,44.78,44.78
236,1722,44.89,44.89
237,1725,45.04,45.04
238,1728,45.18,45.18
239,1732,45.46,45.46
240,1735,45.94,45.94
241,1742,46.74,46.74
242,1745,47.5,47.5
243,1747,47.47,47.5
244,1751,48.31,48.31
245,1752,48.45,48.45
246,1754,49.04,49.04
247,1757,49.57,49.57
248,1763,50.48,50.48
249,1764,50.4,50.48
250,1767,50.21,50.48
251,1772,50.97,50.97
252,1779,52.26,52.26
253,1782,52.55,52.55
254,1785,52.44,52.55
255,1787,52.66,52.66
256,1790,52.66,52.66
257,1795,52.21,52.66
258,1797,52.24,52.66
259,1800,52.51,52.66
260,1802,52.4,52.66
261,1806,52.92,52.92
262,1811,53.3,53.3
263,1817,53.37,53.37
264,1817,53.37,53.37
265,1817,53.37,53.37
266,1822,53.34,53.37
267,1829,53.4,53.4
268,1833,52.81,53.4
269,1836,53.53,53.53
270,1837,53.52,53.53
271,1841,53.11,53.53
272,1847,53.34,53.53
273,1848,53.28,53.53
274,1848,53.28,53.53
275,1850,53.77,53.77
276,1852,53.85,53.85
277,1855,53.79,53.85
278,1862,53.66,53.85
279,1869,54.55,54.55
280,1872,54.97,54.97
281,1874,54.97,54.97
282,1877,54.89,54.97
283,1882,54.37,54.97
284,1884,54.05,54.97
285,1885,53.74,54.97
286,1890,52.84,54.97
287,1891,52.86,54.97
288,1898,53.45,54.97
289,1901,54.05,54.97
290,1903,54.01,54.97
291,1907,54.1,54.97
292,1912,54.28,54.97
293,1914,53.93,54.97
294,1917,54.07,54.97
295,1920,53.58,54.97
296,1922,53.96,54.97
297,1926,54.52,54.97
298,1929,54.5,54.97
299,1933,55.07,55.07
300,1937,54.88,55.07
301,1940,54.63,55.07
302,1943,54.87,55.07
303,1947,54.81,55.07
304,1949,54.99,55.07
305,1950,54.97,55.07
