iteration,episode,policy,ext_value,int)value,entropy,rnd
0,0,-2068.732002258301,139.90575777518097,2623399.3671875,-2.890248829498887,0.011239025223403587,169.664794921875
1,9,552.3323059082031,232.62093317159452,232127.10424804688,-2.890371549874544,0.003254051764088217,1.5986113548278809
2,28,401.7564306259155,65.03256542416057,123671.75067138672,-2.8903714921325445,0.0017580471794644836,0.6254575848579407
3,62,336.1624264717102,1.9733976579736918,76735.00885009766,-2.8903677985072136,0.0012664863743339083,0.3842770755290985
4,86,217.1483919620514,0.5715984631679021,32801.09558105469,-2.8897775672376156,0.000989843832940096,0.31337323784828186
5,100,164.79441833496094,2.7556269709020853,19814.110328674316,-2.887196833267808,0.0007742316756775836,0.20852385461330414
6,100,116.19638097286224,0.6141919558867812,9918.064350128174,-2.887167327105999,0.0006348728779812518,0.18806052207946777
7,100,83.7080329656601,0.2341502670897171,6047.888023376465,-2.873987004160881,0.0005805194032291183,0.17358577251434326
8,100,67.82339063286781,0.16819912567734718,4151.178184509277,-2.8751475736498833,0.0004959520008469553,0.14975301921367645
9,100,60.51670661568642,1.0130487465066835,3336.1737155914307,-2.866882499307394,0.00045760931175209407,0.14061303436756134
10,100,50.378711223602295,0.11326625727815554,2205.2319231033325,-2.8604947086423635,0.0004032964984617138,0.1335458606481552
11,100,38.98370322585106,0.08086249345797114,1463.01522731781,-2.856253331527114,0.0003988506764471822,0.12508387863636017
12,100,29.129827573895454,0.43094468911294825,854.4171161651611,-2.8583574388176203,0.00033825489549599297,0.08864710479974747
13,100,22.568748518824577,0.03256341222731862,520.498437166214,-2.862890973687172,0.0002828411700193101,0.09288162738084793
14,100,17.85691225528717,0.04216913881828077,319.2327182292938,-2.843695117160678,0.00027244998466358084,0.07716066390275955
15,100,14.149570144712925,0.05865910288412124,213.34695982933044,-2.8381701055914164,0.00023506134846229543,0.06210083141922951
16,100,13.359354995191097,0.06680446944665164,158.0300257205963,-2.8446798529475927,0.00022692493723752705,0.08562755584716797
17,100,9.439880229532719,0.15374922432238236,82.90801617503166,-2.82614635117352,0.0001911977698227929,0.05327767878770828
18,100,8.264554224908352,0.03444434382254258,61.8027803003788,-2.810977216809988,0.00018545211003129225,0.04611616209149361
19,100,6.443783730268478,0.03911368615808897,40.64618742465973,-2.785252308472991,0.00018977479362547456,0.04702465608716011
20,100,5.361890237778425,0.03496529201220255,22.669313192367554,-2.7772986255586147,0.0001426930793968495,0.03427714481949806
21,100,4.3017256911844015,0.03943695526686497,17.33735916018486,-2.738796055316925,0.00012389978917326516,0.03647790849208832
