iteration,episode,avg_score,best_avg_score,best_score
1562,7146,2415.3,2537.1,4917.0
1563,7149,2422.7,2537.1,4917.0
1564,7155,2429.3,2537.1,4917.0
1565,7161,2431.1,2537.1,4917.0
1566,7163,2423.7,2537.1,4917.0
1567,7167,2419.5,2537.1,4917.0
1568,7173,2431.6,2537.1,4917.0
1569,7176,2422.0,2537.1,4917.0
1570,7179,2418.2,2537.1,4917.0
1571,7181,2413.6,2537.1,4917.0
1572,7186,2403.0,2537.1,4917.0
1573,7188,2418.4,2537.1,4917.0
1574,7194,2429.8,2537.1,4917.0
1575,7195,2431.4,2537.1,4917.0
1576,7199,2445.9,2537.1,4917.0
1577,7205,2469.4,2537.1,4917.0
1578,7209,2470.0,2537.1,4917.0
1579,7214,2436.4,2537.1,4917.0
1580,7215,2437.0,2537.1,4917.0
1581,7218,2428.7,2537.1,4917.0
1582,7221,2418.9,2537.1,4917.0
1583,7223,2409.5,2537.1,4917.0
1584,7231,2403.6,2537.1,4917.0
1585,7236,2392.1,2537.1,4917.0
1586,7238,2389.2,2537.1,4917.0
1587,7240,2401.3,2537.1,4917.0
1588,7245,2406.7,2537.1,4917.0
1589,7247,2401.2,2537.1,4917.0
1590,7250,2407.0,2537.1,4917.0
1591,7255,2391.3,2537.1,4917.0
1592,7260,2397.3,2537.1,4917.0
1593,7262,2394.3,2537.1,4917.0
1594,7269,2394.3,2537.1,4917.0
1595,7272,2403.0,2537.1,4917.0
1596,7277,2411.7,2537.1,4917.0
1597,7277,2411.7,2537.1,4917.0
1598,7279,2409.3,2537.1,4917.0
1599,7283,2420.7,2537.1,4917.0
1600,7288,2434.7,2537.1,4917.0
1601,7291,2434.5,2537.1,4917.0
1602,7295,2443.3,2537.1,4917.0
1603,7302,2438.9,2537.1,4917.0
1604,7307,2437.2,2537.1,4917.0
1605,7309,2437.4,2537.1,4917.0
1606,7312,2444.0,2537.1,4917.0
1607,7317,2432.3,2537.1,4917.0
1608,7320,2447.2,2537.1,4917.0
1609,7323,2465.1,2537.1,4917.0
1610,7328,2465.1,2537.1,4917.0
1611,7335,2487.9,2537.1,4917.0
1612,7337,2492.5,2537.1,4917.0
1613,7341,2474.8,2537.1,4917.0
1614,7345,2462.8,2537.1,4917.0
1615,7349,2445.7,2537.1,4917.0
1616,7352,2440.2,2537.1,4917.0
1617,7357,2454.5,2537.1,4917.0
1618,7362,2471.3,2537.1,4917.0
1619,7365,2459.9,2537.1,4917.0
1620,7372,2447.5,2537.1,4917.0
1621,7374,2441.6,2537.1,4917.0
1622,7378,2437.7,2537.1,4917.0
1623,7381,2438.8,2537.1,4917.0
1624,7384,2433.1,2537.1,4917.0
1625,7388,2415.7,2537.1,4917.0
1626,7391,2405.8,2537.1,4917.0
1627,7394,2411.2,2537.1,4917.0
1628,7401,2415.0,2537.1,4917.0
1629,7405,2424.3,2537.1,4917.0
1630,7409,2412.8,2537.1,4917.0
1631,7415,2419.6,2537.1,4917.0
1632,7418,2403.0,2537.1,4917.0
1633,7420,2401.2,2537.1,4917.0
1634,7422,2380.4,2537.1,4917.0
1635,7427,2369.0,2537.1,4917.0
1636,7435,2383.1,2537.1,4917.0
1637,7438,2383.7,2537.1,4917.0
1638,7443,2379.5,2537.1,4917.0
1639,7444,2389.9,2537.1,4917.0
1640,7448,2404.9,2537.1,4917.0
1641,7453,2418.7,2537.1,4917.0
1642,7455,2419.3,2537.1,4917.0
1643,7460,2403.7,2537.1,4917.0
1644,7464,2408.8,2537.1,4917.0
1645,7469,2412.3,2537.1,4917.0
1646,7473,2423.9,2537.1,4917.0
1647,7477,2435.0,2537.1,4917.0
1648,7481,2441.3,2537.1,4917.0
1649,7483,2443.4,2537.1,4917.0
1650,7487,2474.5,2537.1,4917.0
1651,7491,2489.7,2537.1,4917.0
1652,7494,2477.5,2537.1,4917.0
1653,7498,2461.0,2537.1,4917.0
1654,7504,2468.6,2537.1,4917.0
1655,7506,2467.4,2537.1,4917.0
1656,7510,2471.4,2537.1,4917.0
1657,7514,2463.9,2537.1,4917.0
1658,7519,2486.7,2537.1,4917.0
1659,7521,2493.6,2537.1,4917.0
1660,7525,2504.7,2537.1,4917.0
1661,7531,2497.7,2537.1,4917.0
1662,7534,2489.2,2537.1,4917.0
1663,7536,2485.7,2537.1,4917.0
1664,7539,2491.2,2537.1,4917.0
1665,7543,2488.9,2537.1,4917.0
1666,7549,2471.4,2537.1,4917.0
1667,7554,2456.3,2537.1,4917.0
1668,7556,2444.9,2537.1,4917.0
1669,7559,2448.9,2537.1,4917.0
1670,7562,2447.2,2537.1,4917.0
1671,7566,2446.2,2537.1,4917.0
1672,7569,2453.7,2537.1,4917.0
1673,7572,2444.0,2537.1,4917.0
1674,7575,2449.3,2537.1,4917.0
1675,7581,2445.7,2537.1,4917.0
1676,7586,2439.4,2537.1,4917.0
1677,7592,2448.6,2537.1,4917.0
1678,7595,2454.3,2537.1,4917.0
1679,7598,2450.7,2537.1,4917.0
1680,7599,2457.6,2537.1,4917.0
1681,7603,2464.6,2537.1,4917.0
1682,7609,2456.8,2537.1,4917.0
1683,7613,2455.3,2537.1,4917.0
1684,7618,2445.3,2537.1,4917.0
1685,7623,2453.5,2537.1,4917.0
1686,7628,2446.9,2537.1,4917.0
1687,7632,2447.3,2537.1,4917.0
1688,7633,2441.4,2537.1,4917.0
1689,7633,2441.4,2537.1,4917.0
1690,7640,2432.4,2537.1,4917.0
1691,7646,2441.1,2537.1,4917.0
1692,7648,2432.4,2537.1,4917.0
1693,7651,2439.7,2537.1,4917.0
1694,7657,2457.7,2537.1,4917.0
1695,7661,2458.0,2537.1,4917.0
1696,7663,2451.4,2537.1,4917.0
1697,7666,2449.0,2537.1,4917.0
1698,7674,2447.2,2537.1,4917.0
1699,7677,2440.8,2537.1,4917.0
1700,7681,2430.5,2537.1,4917.0
1701,7685,2410.0,2537.1,4917.0
1702,7689,2389.8,2537.1,4917.0
1703,7693,2367.5,2537.1,4917.0
1704,7696,2370.3,2537.1,4917.0
1705,7696,2370.3,2537.1,4917.0
1706,7701,2369.7,2537.1,4917.0
1707,7708,2389.0,2537.1,4917.0
1708,7712,2393.0,2537.1,4917.0
1709,7716,2405.0,2537.1,4917.0
1710,7720,2395.9,2537.1,4917.0
1711,7725,2410.0,2537.1,4917.0
1712,7727,2414.3,2537.1,4917.0
1713,7728,2415.0,2537.1,4917.0
1714,7732,2429.6,2537.1,4917.0
1715,7740,2437.2,2537.1,4917.0
1716,7744,2439.1,2537.1,4917.0
1717,7747,2427.5,2537.1,4917.0
1718,7750,2434.3,2537.1,4917.0
1719,7754,2436.7,2537.1,4917.0
1720,7756,2453.2,2537.1,4917.0
1721,7760,2450.4,2537.1,4917.0
1722,7761,2451.8,2537.1,4917.0
1723,7766,2466.5,2537.1,4917.0
1724,7772,2464.2,2537.1,4917.0
1725,7776,2458.4,2537.1,4917.0
1726,7782,2479.1,2537.1,4917.0
1727,7785,2485.9,2537.1,4917.0
1728,7787,2476.2,2537.1,4917.0
1729,7791,2488.6,2537.1,4917.0
1730,7795,2476.6,2537.1,4917.0
1731,7797,2460.0,2537.1,4917.0
1732,7804,2485.0,2537.1,4917.0
1733,7808,2464.8,2537.1,4917.0
1734,7813,2463.0,2537.1,4917.0
1735,7814,2463.6,2537.1,4917.0
1736,7818,2455.5,2537.1,4917.0
1737,7823,2440.6,2537.1,4917.0
1738,7826,2424.5,2537.1,4917.0
1739,7829,2413.6,2537.1,4917.0
1740,7831,2402.4,2537.1,4917.0
1741,7838,2402.6,2537.1,4917.0
1742,7840,2407.1,2537.1,4917.0
1743,7844,2402.0,2537.1,4917.0
1744,7847,2420.3,2537.1,4917.0
1745,7853,2415.5,2537.1,4917.0
1746,7855,2411.9,2537.1,4917.0
1747,7858,2382.6,2537.1,4917.0
1748,7863,2387.0,2537.1,4917.0
1749,7866,2398.9,2537.1,4917.0
1750,7870,2386.7,2537.1,4917.0
1751,7872,2390.3,2537.1,4917.0
1752,7877,2397.6,2537.1,4917.0
1753,7883,2396.6,2537.1,4917.0
1754,7887,2396.8,2537.1,4917.0
1755,7890,2409.7,2537.1,4917.0
1756,7894,2422.1,2537.1,4917.0
1757,7896,2420.1,2537.1,4917.0
1758,7901,2432.7,2537.1,4917.0
1759,7903,2425.1,2537.1,4917.0
1760,7907,2428.3,2537.1,4917.0
1761,7910,2426.0,2537.1,4917.0
1762,7914,2433.2,2537.1,4917.0
1763,7919,2442.6,2537.1,4917.0
1764,7920,2444.1,2537.1,4917.0
1765,7925,2466.7,2537.1,4917.0
1766,7928,2483.1,2537.1,4917.0
1767,7929,2483.4,2537.1,4917.0
1768,7937,2504.7,2537.1,4917.0
1769,7940,2515.2,2537.1,4917.0
1770,7943,2517.9,2537.1,4917.0
1771,7947,2516.4,2537.1,4917.0
1772,7950,2514.9,2537.1,4917.0
1773,7952,2515.3,2537.1,4917.0
1774,7954,2517.8,2537.1,4917.0
1775,7962,2514.8,2537.1,4917.0
1776,7968,2529.4,2537.1,4917.0
1777,7968,2529.4,2537.1,4917.0
1778,7976,2547.3,2547.3,5767.0
1779,7980,2554.4,2554.4,5767.0
1780,7981,2542.2,2554.4,5767.0
1781,7982,2540.7,2554.4,5767.0
1782,7983,2543.3,2554.4,5767.0
1783,7991,2545.6,2554.4,5767.0
1784,7994,2537.5,2554.4,5767.0
1785,8000,2534.7,2554.4,5767.0
1786,8003,2515.7,2554.4,5767.0
1787,8008,2521.9,2554.4,5767.0
1788,8010,2521.6,2554.4,5767.0
1789,8013,2525.6,2554.4,5767.0
1790,8017,2505.9,2554.4,5767.0
1791,8020,2493.3,2554.4,5767.0
1792,8022,2489.6,2554.4,5767.0
1793,8027,2468.5,2554.4,5767.0
1794,8033,2468.6,2554.4,5767.0
1795,8037,2451.3,2554.4,5767.0
1796,8041,2431.6,2554.4,5767.0
1797,8044,2445.7,2554.4,5767.0
1798,8046,2438.4,2554.4,5767.0
1799,8048,2440.2,2554.4,5767.0
1800,8053,2446.6,2554.4,5767.0
1801,8055,2444.9,2554.4,5767.0
1802,8064,2432.0,2554.4,5767.0
1803,8069,2447.7,2554.4,5767.0
1804,8071,2429.7,2554.4,5767.0
1805,8075,2434.2,2554.4,5767.0
1806,8077,2431.7,2554.4,5767.0
1807,8080,2432.8,2554.4,5767.0
1808,8084,2451.1,2554.4,5767.0
1809,8089,2440.4,2554.4,5767.0
1810,8092,2447.2,2554.4,5767.0
1811,8099,2458.0,2554.4,5767.0
1812,8103,2473.9,2554.4,5767.0
1813,8107,2454.4,2554.4,5767.0
1814,8111,2447.5,2554.4,5767.0
1815,8112,2445.0,2554.4,5767.0
1816,8115,2462.8,2554.4,5767.0
1817,8119,2464.3,2554.4,5767.0
1818,8122,2466.4,2554.4,5767.0
1819,8131,2442.7,2554.4,5767.0
1820,8136,2441.8,2554.4,5767.0
1821,8139,2426.0,2554.4,5767.0
1822,8142,2429.9,2554.4,5767.0
1823,8143,2432.1,2554.4,5767.0
1824,8145,2437.0,2554.4,5767.0
1825,8146,2437.9,2554.4,5767.0
1826,8153,2433.3,2554.4,5767.0
1827,8160,2423.5,2554.4,5767.0
1828,8164,2411.3,2554.4,5767.0
1829,8170,2386.4,2554.4,5767.0
1830,8173,2384.2,2554.4,5767.0
1831,8175,2384.1,2554.4,5767.0
1832,8176,2381.8,2554.4,5767.0
1833,8178,2389.8,2554.4,5767.0
1834,8183,2398.9,2554.4,5767.0
1835,8190,2398.9,2554.4,5767.0
1836,8196,2415.3,2554.4,5767.0
1837,8202,2399.7,2554.4,5767.0
1838,8202,2399.7,2554.4,5767.0
1839,8205,2398.2,2554.4,5767.0
1840,8208,2391.4,2554.4,5767.0
1841,8211,2395.0,2554.4,5767.0
1842,8214,2379.3,2554.4,5767.0
1843,8222,2362.7,2554.4,5767.0
1844,8224,2368.7,2554.4,5767.0
1845,8229,2380.5,2554.4,5767.0
1846,8232,2392.6,2554.4,5767.0
1847,8233,2390.7,2554.4,5767.0
1848,8238,2411.5,2554.4,5767.0
1849,8241,2421.0,2554.4,5767.0
1850,8244,2422.6,2554.4,5767.0
1851,8248,2427.8,2554.4,5767.0
1852,8252,2422.9,2554.4,5767.0
1853,8260,2444.0,2554.4,5767.0
1854,8263,2459.5,2554.4,5767.0
1855,8266,2456.4,2554.4,5767.0
1856,8267,2456.4,2554.4,5767.0
1857,8268,2459.3,2554.4,5767.0
1858,8274,2451.4,2554.4,5767.0
1859,8278,2437.7,2554.4,5767.0
1860,8284,2416.8,2554.4,5767.0
1861,8288,2416.0,2554.4,5767.0
1862,8289,2408.3,2554.4,5767.0
1863,8293,2410.4,2554.4,5767.0
1864,8299,2420.7,2554.4,5767.0
1865,8300,2423.6,2554.4,5767.0
1866,8301,2429.5,2554.4,5767.0
1867,8307,2418.9,2554.4,5767.0
1868,8313,2450.9,2554.4,5767.0
1869,8317,2459.8,2554.4,5767.0
1870,8320,2457.4,2554.4,5767.0
1871,8324,2454.4,2554.4,5767.0
1872,8327,2451.7,2554.4,5767.0
1873,8329,2458.4,2554.4,5767.0
1874,8333,2458.0,2554.4,5767.0
1875,8338,2467.2,2554.4,5767.0
1876,8339,2465.8,2554.4,5767.0
1877,8344,2453.2,2554.4,5767.0
1878,8349,2462.0,2554.4,5767.0
1879,8356,2449.3,2554.4,5767.0
1880,8360,2460.8,2554.4,5767.0
1881,8361,2451.4,2554.4,5767.0
1882,8365,2451.7,2554.4,5767.0
1883,8366,2444.0,2554.4,5767.0
1884,8369,2452.4,2554.4,5767.0
1885,8372,2462.1,2554.4,5767.0
1886,8379,2442.4,2554.4,5767.0
1887,8385,2437.5,2554.4,5767.0
1888,8387,2440.7,2554.4,5767.0
1889,8393,2453.5,2554.4,5767.0
1890,8394,2453.5,2554.4,5767.0
1891,8396,2446.1,2554.4,5767.0
1892,8396,2446.1,2554.4,5767.0
1893,8403,2440.9,2554.4,5767.0
1894,8406,2445.0,2554.4,5767.0
1895,8412,2440.7,2554.4,5767.0
1896,8416,2447.4,2554.4,5767.0
1897,8417,2447.3,2554.4,5767.0
1898,8421,2469.4,2554.4,5767.0
1899,8422,2471.3,2554.4,5767.0
1900,8423,2476.7,2554.4,5767.0
1901,8427,2480.8,2554.4,5767.0
1902,8435,2480.2,2554.4,5767.0
1903,8437,2465.7,2554.4,5767.0
1904,8443,2470.5,2554.4,5767.0
1905,8445,2469.2,2554.4,5767.0
1906,8451,2474.4,2554.4,5767.0
1907,8453,2480.3,2554.4,5767.0
1908,8454,2484.7,2554.4,5767.0
1909,8457,2484.3,2554.4,5767.0
1910,8464,2480.6,2554.4,5767.0
1911,8469,2470.1,2554.4,5767.0
1912,8470,2471.8,2554.4,5767.0
1913,8477,2487.7,2554.4,5767.0
1914,8478,2488.4,2554.4,5767.0
1915,8481,2494.7,2554.4,5767.0
1916,8484,2492.2,2554.4,5767.0
1917,8488,2479.9,2554.4,5767.0
1918,8492,2477.0,2554.4,5767.0
1919,8498,2460.7,2554.4,5767.0
1920,8501,2468.1,2554.4,5767.0
1921,8503,2475.8,2554.4,5767.0
1922,8506,2471.3,2554.4,5767.0
1923,8511,2471.7,2554.4,5767.0
1924,8513,2450.0,2554.4,5767.0
1925,8515,2455.4,2554.4,5767.0
1926,8519,2449.2,2554.4,5767.0
1927,8525,2454.5,2554.4,5767.0
1928,8531,2454.7,2554.4,5767.0
1929,8533,2448.8,2554.4,5767.0
1930,8534,2448.7,2554.4,5767.0
1931,8535,2448.7,2554.4,5767.0
1932,8539,2451.9,2554.4,5767.0
1933,8546,2438.6,2554.4,5767.0
1934,8549,2425.0,2554.4,5767.0
1935,8556,2416.3,2554.4,5767.0
1936,8559,2422.0,2554.4,5767.0
1937,8563,2425.6,2554.4,5767.0
1938,8564,2425.3,2554.4,5767.0
1939,8566,2431.3,2554.4,5767.0
1940,8569,2431.3,2554.4,5767.0
1941,8572,2431.0,2554.4,5767.0
1942,8577,2435.2,2554.4,5767.0
1943,8584,2437.0,2554.4,5767.0
1944,8588,2457.3,2554.4,5767.0
1945,8589,2462.4,2554.4,5767.0
1946,8593,2459.7,2554.4,5767.0
1947,8597,2453.0,2554.4,5767.0
1948,8599,2461.4,2554.4,5767.0
1949,8602,2455.5,2554.4,5767.0
1950,8606,2464.9,2554.4,5767.0
1951,8611,2463.8,2554.4,5767.0
1952,8614,2479.3,2554.4,5767.0
1953,8619,2477.6,2554.4,5767.0
1954,8623,2468.4,2554.4,5767.0
1955,8627,2464.2,2554.4,5767.0
1956,8629,2469.5,2554.4,5767.0
1957,8634,2477.1,2554.4,5767.0
1958,8636,2469.8,2554.4,5767.0
1959,8639,2459.1,2554.4,5767.0
1960,8641,2484.3,2554.4,5767.0
1961,8645,2477.8,2554.4,5767.0
1962,8652,2475.2,2554.4,5767.0
1963,8655,2483.9,2554.4,5767.0
1964,8660,2474.5,2554.4,5767.0
1965,8662,2483.3,2554.4,5767.0
1966,8663,2482.1,2554.4,5767.0
1967,8665,2479.2,2554.4,5767.0
1968,8669,2472.6,2554.4,5767.0
1969,8675,2455.0,2554.4,5767.0
1970,8677,2457.1,2554.4,5767.0
1971,8681,2460.0,2554.4,5767.0
1972,8684,2467.6,2554.4,5767.0
1973,8688,2467.8,2554.4,5767.0
1974,8692,2483.7,2554.4,5767.0
1975,8693,2494.6,2554.4,5767.0
1976,8699,2489.2,2554.4,5767.0
1977,8701,2498.0,2554.4,5767.0
1978,8705,2488.6,2554.4,5767.0
1979,8707,2488.8,2554.4,5767.0
1980,8710,2488.8,2554.4,5767.0
1981,8714,2493.8,2554.4,5767.0
1982,8717,2500.1,2554.4,5767.0
1983,8720,2516.5,2554.4,5767.0
1984,8724,2498.9,2554.4,5767.0
1985,8726,2504.1,2554.4,5767.0
1986,8731,2543.6,2554.4,5767.0
1987,8733,2545.0,2554.4,5767.0
1988,8735,2545.4,2554.4,5767.0
1989,8739,2581.8,2581.8,5767.0
1990,8740,2579.4,2581.8,5767.0
1991,8745,2595.8,2595.8,5767.0
1992,8748,2603.5,2603.5,5767.0
1993,8750,2611.5,2611.5,5767.0
1994,8752,2626.1,2626.1,5767.0
1995,8756,2637.5,2637.5,5767.0
1996,8762,2638.0,2638.0,5767.0
1997,8766,2639.5,2639.5,5767.0
1998,8769,2672.0,2672.0,5767.0
1999,8770,2675.8,2675.8,5767.0
2000,8772,2685.5,2685.5,5767.0
2001,8775,2709.9,2709.9,5767.0
2002,8775,2709.9,2709.9,5767.0
2003,8780,2715.6,2715.6,5767.0
2004,8786,2741.6,2741.6,5767.0
2005,8789,2744.3,2744.3,5767.0
2006,8796,2737.8,2744.3,5767.0
2007,8800,2738.1,2744.3,5767.0
2008,8800,2738.1,2744.3,5767.0
2009,8802,2743.1,2744.3,5767.0
2010,8805,2729.6,2744.3,5767.0
2011,8811,2730.2,2744.3,5767.0
2012,8814,2726.7,2744.3,5767.0
2013,8820,2700.4,2744.3,5767.0
2014,8824,2708.2,2744.3,5767.0
2015,8825,2713.2,2744.3,5767.0
2016,8827,2700.7,2744.3,5767.0
2017,8832,2657.7,2744.3,5767.0
2018,8833,2655.5,2744.3,5767.0
2019,8837,2627.6,2744.3,5767.0
2020,8842,2577.1,2744.3,5767.0
2021,8846,2584.7,2744.3,5767.0
2022,8851,2594.2,2744.3,5767.0
2023,8855,2564.6,2744.3,5767.0
2024,8856,2571.7,2744.3,5767.0
2025,8857,2573.8,2744.3,5767.0
2026,8859,2570.0,2744.3,5767.0
2027,8861,2576.2,2744.3,5767.0
2028,8864,2577.1,2744.3,5767.0
2029,8868,2538.4,2744.3,5767.0
2030,8874,2545.4,2744.3,5767.0
2031,8878,2563.4,2744.3,5767.0
2032,8879,2564.7,2744.3,5767.0
2033,8883,2541.1,2744.3,5767.0
2034,8885,2546.3,2744.3,5767.0
2035,8887,2584.7,2744.3,6957.0
2036,8889,2584.7,2744.3,6957.0
2037,8893,2620.0,2744.3,6957.0
2038,8896,2622.6,2744.3,6957.0
2039,8902,2626.6,2744.3,6957.0
2040,8909,2661.6,2744.3,6957.0
2041,8909,2661.6,2744.3,6957.0
2042,8912,2653.4,2744.3,6957.0
2043,8916,2670.1,2744.3,6957.0
2044,8916,2670.1,2744.3,6957.0
2045,8920,2711.5,2744.3,6957.0
2046,8924,2709.7,2744.3,6957.0
2047,8926,2714.3,2744.3,6957.0
2048,8928,2733.4,2744.3,6957.0
2049,8933,2751.1,2751.1,6957.0
2050,8938,2778.8,2778.8,6957.0
2051,8940,2780.3,2780.3,6957.0
2052,8945,2801.2,2801.2,6957.0
2053,8946,2781.2,2801.2,6957.0
2054,8951,2821.5,2821.5,6957.0
2055,8952,2821.5,2821.5,6957.0
2056,8954,2824.5,2824.5,6957.0
2057,8959,2833.6,2833.6,6957.0
2058,8963,2812.6,2833.6,6957.0
2059,8966,2825.8,2833.6,6957.0
2060,8970,2814.4,2833.6,6957.0
2061,8975,2801.7,2833.6,6957.0
2062,8978,2806.4,2833.6,6957.0
2063,8980,2811.4,2833.6,6957.0
2064,8983,2845.9,2845.9,6957.0
2065,8983,2845.9,2845.9,6957.0
2066,8987,2778.0,2845.9,6957.0
2067,8992,2778.9,2845.9,6957.0
2068,8995,2780.9,2845.9,6957.0
2069,8996,2786.6,2845.9,6957.0
2070,8996,2786.6,2845.9,6957.0
2071,9002,2828.6,2845.9,6957.0
2072,9004,2808.2,2845.9,6957.0
2073,9005,2804.1,2845.9,6957.0
2074,9012,2899.6,2899.6,6957.0
2075,9015,2922.1,2922.1,6957.0
2076,9017,2923.9,2923.9,6957.0
2077,9021,2942.4,2942.4,6957.0
2078,9024,2947.1,2947.1,6957.0
2079,9028,2955.2,2955.2,6957.0
2080,9030,2952.7,2955.2,6957.0
2081,9035,2953.1,2955.2,6957.0
2082,9035,2953.1,2955.2,6957.0
2083,9039,2966.7,2966.7,6957.0
2084,9044,2946.6,2966.7,6957.0
2085,9048,2951.8,2966.7,6957.0
2086,9052,2962.2,2966.7,6957.0
2087,9055,2951.8,2966.7,6957.0
2088,9059,2951.3,2966.7,6957.0
2089,9061,2948.8,2966.7,6957.0
2090,9064,2987.6,2987.6,6957.0
2091,9068,2978.7,2987.6,6957.0
2092,9072,3001.6,3001.6,6957.0
2093,9075,2947.5,3001.6,6957.0
2094,9077,2947.9,3001.6,6957.0
2095,9082,2961.1,3001.6,6957.0
2096,9087,2960.1,3001.6,6957.0
2097,9087,2960.1,3001.6,6957.0
2098,9093,2898.2,3001.6,6957.0
2099,9095,2891.3,3001.6,6957.0
2100,9101,2863.0,3001.6,6957.0
2101,9102,2860.2,3001.6,6957.0
2102,9106,2843.7,3001.6,6957.0
2103,9108,2799.2,3001.6,6957.0
2104,9112,2798.9,3001.6,6957.0
2105,9113,2799.4,3001.6,6957.0
2106,9116,2815.0,3001.6,6957.0
2107,9120,2761.9,3001.6,6957.0
2108,9122,2763.0,3001.6,6957.0
2109,9124,2766.6,3001.6,6957.0
2110,9129,2782.4,3001.6,6957.0
2111,9133,2838.1,3001.6,6957.0
2112,9135,2821.6,3001.6,6957.0
2113,9137,2856.9,3001.6,6957.0
2114,9140,2874.1,3001.6,6957.0
2115,9144,2854.5,3001.6,6957.0
2116,9151,2911.7,3001.6,7597.0
2117,9153,2886.6,3001.6,7597.0
2118,9156,2874.3,3001.6,7597.0
2119,9158,2890.0,3001.6,7597.0
2120,9163,2850.8,3001.6,7597.0
2121,9167,2867.5,3001.6,7597.0
2122,9174,2887.4,3001.6,7597.0
2123,9177,2897.3,3001.6,7597.0
2124,9179,2879.7,3001.6,7597.0
2125,9184,2849.4,3001.6,7597.0
2126,9187,2844.8,3001.6,7597.0
2127,9188,2848.4,3001.6,7597.0
2128,9193,2843.8,3001.6,7597.0
2129,9198,2814.3,3001.6,7597.0
2130,9203,2819.7,3001.6,7597.0
2131,9204,2814.8,3001.6,7597.0
2132,9207,2808.7,3001.6,7597.0
2133,9212,2788.4,3001.6,7597.0
2134,9214,2767.7,3001.6,7597.0
2135,9219,2756.8,3001.6,7597.0
2136,9224,2746.1,3001.6,7597.0
2137,9226,2729.8,3001.6,7597.0
2138,9233,2622.9,3001.6,7597.0
2139,9236,2631.6,3001.6,7597.0
2140,9240,2564.6,3001.6,7597.0
2141,9242,2553.8,3001.6,7597.0
2142,9246,2579.8,3001.6,7597.0
2143,9248,2561.2,3001.6,7597.0
2144,9252,2469.9,3001.6,7597.0
2145,9258,2484.7,3001.6,7597.0
2146,9263,2493.4,3001.6,7597.0
2147,9270,2506.8,3001.6,7597.0
2148,9272,2518.0,3001.6,7597.0
2149,9276,2470.8,3001.6,7597.0
2150,9279,2451.5,3001.6,7597.0
2151,9282,2447.4,3001.6,7597.0
2152,9283,2447.5,3001.6,7597.0
2153,9288,2452.3,3001.6,7597.0
2154,9294,2453.8,3001.6,7597.0
2155,9300,2485.7,3001.6,7597.0
2156,9305,2467.6,3001.6,7597.0
2157,9308,2469.4,3001.6,7597.0
2158,9309,2485.5,3001.6,7597.0
2159,9312,2481.0,3001.6,7597.0
2160,9316,2477.5,3001.6,7597.0
2161,9318,2464.5,3001.6,7597.0
2162,9323,2465.6,3001.6,7597.0
2163,9327,2456.0,3001.6,7597.0
2164,9334,2478.1,3001.6,7597.0
2165,9339,2461.3,3001.6,7597.0
2166,9343,2479.9,3001.6,7597.0
2167,9345,2447.2,3001.6,7597.0
2168,9350,2446.5,3001.6,7597.0
2169,9354,2414.1,3001.6,7597.0
2170,9355,2403.9,3001.6,7597.0
2171,9362,2383.1,3001.6,7597.0
2172,9367,2385.8,3001.6,7597.0
2173,9370,2371.9,3001.6,7597.0
2174,9376,2356.2,3001.6,7597.0
2175,9379,2351.9,3001.6,7597.0
2176,9382,2350.9,3001.6,7597.0
2177,9383,2352.7,3001.6,7597.0
2178,9390,2326.0,3001.6,7597.0
2179,9395,2318.4,3001.6,7597.0
2180,9403,2265.8,3001.6,7597.0
2181,9406,2270.1,3001.6,7597.0
2182,9409,2271.3,3001.6,7597.0
2183,9411,2267.6,3001.6,7597.0
2184,9414,2245.5,3001.6,7597.0
2185,9417,2223.1,3001.6,7597.0
2186,9421,2222.6,3001.6,7597.0
2187,9427,2194.9,3001.6,7597.0
2188,9434,2177.8,3001.6,7597.0
2189,9441,2163.4,3001.6,7597.0
2190,9443,2154.9,3001.6,7597.0
2191,9446,2159.4,3001.6,7597.0
2192,9447,2159.3,3001.6,7597.0
2193,9452,2139.2,3001.6,7597.0
2194,9458,2147.3,3001.6,7597.0
2195,9460,2142.7,3001.6,7597.0
2196,9468,2158.5,3001.6,7597.0
2197,9474,2166.7,3001.6,7597.0
2198,9475,2166.3,3001.6,7597.0
2199,9479,2157.2,3001.6,7597.0
2200,9484,2133.6,3001.6,7597.0
2201,9485,2139.6,3001.6,7597.0
2202,9488,2125.5,3001.6,7597.0
2203,9493,2111.4,3001.6,7597.0
2204,9499,2152.7,3001.6,7597.0
2205,9504,2147.4,3001.6,7597.0
2206,9509,2143.2,3001.6,7597.0
2207,9512,2150.2,3001.6,7597.0
2208,9514,2148.9,3001.6,7597.0
2209,9518,2158.7,3001.6,7597.0
2210,9523,2156.1,3001.6,7597.0
2211,9525,2167.8,3001.6,7597.0
2212,9531,2187.9,3001.6,7597.0
2213,9538,2194.8,3001.6,7597.0
2214,9541,2195.5,3001.6,7597.0
2215,9546,2200.9,3001.6,7597.0
2216,9547,2201.6,3001.6,7597.0
2217,9550,2218.7,3001.6,7597.0
2218,9556,2240.5,3001.6,7597.0
2219,9561,2234.0,3001.6,7597.0
2220,9568,2214.8,3001.6,7597.0
2221,9572,2228.8,3001.6,7597.0
2222,9576,2213.2,3001.6,7597.0
2223,9579,2219.1,3001.6,7597.0
2224,9581,2218.4,3001.6,7597.0
2225,9583,2225.1,3001.6,7597.0
2226,9588,2272.4,3001.6,7597.0
