iteration,episode,avg_score,best_avg_score,best_score
101,671,901.3,924.0,2777.0
102,676,900.3,924.0,2777.0
103,686,910.3,924.0,2777.0
104,690,922.3,924.0,2777.0
105,698,921.4,924.0,2777.0
106,700,928.3,928.3,2777.0
107,707,914.5,928.3,2777.0
108,716,904.1,928.3,2777.0
109,720,909.5,928.3,2777.0
110,724,915.2,928.3,2777.0
111,729,922.2,928.3,2777.0
112,739,924.5,928.3,2777.0
113,743,940.9,940.9,2777.0
114,749,950.6,950.6,2777.0
115,757,965.3,965.3,2777.0
116,764,973.0,973.0,2777.0
117,767,950.8,973.0,2777.0
118,770,957.0,973.0,2777.0
119,777,970.5,973.0,2777.0
120,790,986.2,986.2,2777.0
121,793,989.4,989.4,2777.0
122,797,991.4,991.4,2777.0
123,804,1008.2,1008.2,2777.0
124,810,1012.7,1012.7,2777.0
125,816,1016.8,1016.8,2777.0
126,822,1037.6,1037.6,2777.0
127,827,1042.8,1042.8,2777.0
128,833,1058.9,1058.9,2777.0
129,839,1067.6,1067.6,2777.0
130,847,1048.9,1067.6,2777.0
131,851,1038.2,1067.6,2777.0
132,860,1043.8,1067.6,2777.0
133,866,1060.8,1067.6,2777.0
134,870,1057.8,1067.6,2777.0
135,874,1047.7,1067.6,2777.0
136,878,1030.6,1067.6,2777.0
137,881,1040.7,1067.6,2777.0
138,888,1038.8,1067.6,2777.0
139,897,1040.3,1067.6,2777.0
140,901,1038.6,1067.6,2777.0
141,905,1060.2,1067.6,3027.0
142,910,1055.6,1067.6,3027.0
143,916,1063.6,1067.6,3027.0
144,923,1061.5,1067.6,3027.0
145,926,1058.8,1067.6,3027.0
146,934,1082.2,1082.2,3027.0
147,943,1071.9,1082.2,3027.0
148,945,1071.9,1082.2,3027.0
149,949,1113.0,1113.0,3027.0
150,957,1146.5,1146.5,3027.0
151,960,1145.2,1146.5,3027.0
152,968,1143.6,1146.5,3027.0
153,972,1160.4,1160.4,3027.0
154,976,1168.6,1168.6,3027.0
155,986,1170.3,1170.3,3027.0
156,987,1170.7,1170.7,3027.0
157,992,1172.5,1172.5,3027.0
158,997,1195.9,1195.9,3027.0
159,1005,1208.5,1208.5,3027.0
160,1011,1219.2,1219.2,3027.0
161,1016,1242.7,1242.7,3027.0
162,1021,1270.5,1270.5,3027.0
163,1026,1287.6,1287.6,3027.0
164,1031,1264.2,1287.6,3027.0
165,1035,1280.2,1287.6,3027.0
166,1040,1293.4,1293.4,3027.0
167,1051,1256.2,1293.4,3027.0
168,1056,1264.3,1293.4,3027.0
169,1061,1260.0,1293.4,3027.0
170,1065,1256.5,1293.4,3027.0
171,1069,1245.9,1293.4,3027.0
172,1077,1243.4,1293.4,3027.0
173,1083,1258.2,1293.4,3027.0
174,1089,1253.8,1293.4,3027.0
175,1094,1241.9,1293.4,3027.0
176,1098,1232.0,1293.4,3027.0
177,1104,1220.8,1293.4,3027.0
178,1109,1220.2,1293.4,3027.0
179,1115,1210.2,1293.4,3027.0
180,1118,1203.5,1293.4,3027.0
181,1125,1205.7,1293.4,3027.0
182,1133,1191.8,1293.4,3027.0
183,1137,1171.9,1293.4,3027.0
184,1142,1157.8,1293.4,3027.0
185,1147,1171.9,1293.4,3027.0
186,1150,1165.0,1293.4,3027.0
187,1160,1165.7,1293.4,3027.0
188,1164,1184.3,1293.4,3027.0
189,1171,1211.6,1293.4,3027.0
190,1176,1220.5,1293.4,3027.0
191,1179,1225.2,1293.4,3027.0
192,1183,1207.6,1293.4,3027.0
193,1189,1200.4,1293.4,3027.0
194,1196,1224.2,1293.4,3027.0
195,1200,1224.1,1293.4,3027.0
196,1206,1225.9,1293.4,3027.0
197,1213,1240.5,1293.4,3027.0
198,1220,1217.5,1293.4,3027.0
199,1226,1199.7,1293.4,3027.0
200,1230,1202.9,1293.4,3027.0
201,1236,1221.5,1293.4,3027.0
202,1238,1265.6,1293.4,3057.0
203,1243,1277.3,1293.4,3057.0
204,1249,1265.3,1293.4,3057.0
205,1256,1274.7,1293.4,3057.0
206,1262,1285.2,1293.4,3057.0
207,1265,1275.1,1293.4,3057.0
208,1272,1270.9,1293.4,3057.0
209,1276,1287.6,1293.4,3057.0
210,1280,1298.5,1298.5,3057.0
211,1289,1320.0,1320.0,3057.0
212,1294,1318.2,1320.0,3057.0
213,1298,1323.2,1323.2,3057.0
214,1302,1321.2,1323.2,3057.0
215,1307,1322.9,1323.2,3057.0
216,1313,1319.3,1323.2,3057.0
217,1320,1340.0,1340.0,3057.0
218,1326,1363.5,1363.5,3057.0
219,1332,1375.0,1375.0,3057.0
220,1335,1354.8,1375.0,3057.0
221,1342,1331.1,1375.0,3057.0
222,1349,1342.7,1375.0,3057.0
223,1354,1370.4,1375.0,3057.0
224,1360,1366.6,1375.0,3057.0
225,1364,1381.1,1381.1,3057.0
226,1370,1391.6,1391.6,3057.0
227,1373,1393.0,1393.0,3057.0
228,1380,1378.0,1393.0,3057.0
229,1384,1366.3,1393.0,3057.0
230,1389,1371.1,1393.0,3057.0
231,1391,1375.8,1393.0,3057.0
232,1397,1381.9,1393.0,3057.0
233,1404,1395.6,1395.6,3057.0
234,1414,1421.1,1421.1,3057.0
235,1415,1427.1,1427.1,3057.0
236,1417,1432.6,1432.6,3057.0
237,1424,1438.2,1438.2,3057.0
238,1431,1444.1,1444.1,3057.0
239,1438,1469.9,1469.9,3057.0
240,1440,1465.4,1469.9,3057.0
241,1444,1487.5,1487.5,3057.0
242,1450,1499.9,1499.9,3057.0
243,1454,1481.0,1499.9,3057.0
244,1460,1501.5,1501.5,3057.0
245,1465,1510.4,1510.4,3057.0
246,1469,1503.5,1510.4,3057.0
247,1473,1529.2,1529.2,3187.0
248,1476,1543.0,1543.0,3187.0
249,1481,1549.3,1549.3,3187.0
250,1490,1548.6,1549.3,3187.0
251,1497,1546.5,1549.3,3187.0
252,1499,1543.2,1549.3,3187.0
253,1500,1538.4,1549.3,3187.0
254,1505,1539.3,1549.3,3187.0
255,1511,1542.0,1549.3,3187.0
256,1520,1545.1,1549.3,3187.0
257,1526,1538.8,1549.3,3187.0
258,1530,1555.6,1555.6,3187.0
259,1531,1538.1,1555.6,3187.0
260,1534,1543.6,1555.6,3187.0
261,1540,1540.8,1555.6,3187.0
262,1549,1516.8,1555.6,3187.0
263,1555,1519.8,1555.6,3187.0
264,1558,1509.6,1555.6,3187.0
265,1564,1538.9,1555.6,3187.0
266,1566,1531.5,1555.6,3187.0
267,1567,1531.4,1555.6,3187.0
268,1577,1516.0,1555.6,3187.0
269,1587,1536.8,1555.6,3187.0
270,1591,1539.1,1555.6,3187.0
271,1596,1542.3,1555.6,3187.0
272,1598,1540.4,1555.6,3187.0
273,1600,1541.3,1555.6,3187.0
274,1606,1535.4,1555.6,3187.0
275,1608,1538.3,1555.6,3187.0
276,1615,1524.5,1555.6,3187.0
277,1623,1530.5,1555.6,3187.0
278,1627,1548.8,1555.6,3187.0
279,1632,1531.5,1555.6,3187.0
280,1638,1526.4,1555.6,3187.0
281,1642,1529.2,1555.6,3187.0
282,1647,1513.2,1555.6,3187.0
283,1654,1514.2,1555.6,3187.0
284,1655,1511.8,1555.6,3187.0
285,1663,1488.2,1555.6,3187.0
286,1670,1481.9,1555.6,3187.0
287,1675,1474.1,1555.6,3187.0
288,1683,1463.5,1555.6,3187.0
289,1685,1464.3,1555.6,3187.0
290,1690,1473.8,1555.6,3187.0
291,1696,1462.9,1555.6,3187.0
292,1701,1468.9,1555.6,3187.0
293,1709,1462.7,1555.6,3187.0
294,1713,1469.6,1555.6,3187.0
295,1719,1456.5,1555.6,3187.0
296,1723,1445.2,1555.6,3187.0
297,1727,1432.3,1555.6,3187.0
298,1733,1431.4,1555.6,3187.0
299,1736,1445.0,1555.6,3187.0
300,1742,1444.1,1555.6,3187.0
301,1749,1450.7,1555.6,3187.0
302,1754,1456.3,1555.6,3187.0
303,1758,1454.6,1555.6,3187.0
304,1762,1464.2,1555.6,3187.0
305,1766,1462.9,1555.6,3187.0
306,1778,1495.7,1555.6,3187.0
307,1783,1481.3,1555.6,3187.0
308,1789,1484.3,1555.6,3187.0
309,1790,1480.6,1555.6,3187.0
310,1795,1473.2,1555.6,3187.0
311,1797,1480.7,1555.6,3187.0
312,1804,1470.4,1555.6,3187.0
313,1809,1479.3,1555.6,3187.0
314,1818,1474.9,1555.6,3187.0
315,1820,1477.5,1555.6,3187.0
316,1827,1472.0,1555.6,3187.0
317,1832,1468.8,1555.6,3187.0
318,1838,1461.9,1555.6,3187.0
319,1845,1479.0,1555.6,3187.0
320,1846,1469.5,1555.6,3187.0
321,1853,1482.5,1555.6,3187.0
322,1856,1485.1,1555.6,3187.0
323,1861,1481.9,1555.6,3187.0
324,1870,1486.4,1555.6,3187.0
325,1875,1487.6,1555.6,3187.0
326,1878,1487.9,1555.6,3187.0
327,1882,1500.8,1555.6,3187.0
328,1886,1512.4,1555.6,3187.0
329,1892,1505.2,1555.6,3187.0
330,1901,1527.0,1555.6,3187.0
331,1904,1540.1,1555.6,3187.0
332,1907,1538.8,1555.6,3187.0
333,1913,1554.6,1555.6,3187.0
334,1917,1556.1,1556.1,3187.0
335,1924,1577.8,1577.8,3407.0
336,1932,1589.4,1589.4,3407.0
337,1936,1604.3,1604.3,3407.0
338,1940,1593.9,1604.3,3407.0
339,1947,1597.9,1604.3,3407.0
340,1949,1606.6,1606.6,3407.0
341,1955,1614.3,1614.3,3407.0
342,1963,1635.8,1635.8,3407.0
343,1967,1635.4,1635.8,3407.0
344,1971,1627.4,1635.8,3407.0
345,1977,1639.4,1639.4,3407.0
346,1980,1635.4,1639.4,3407.0
347,1987,1641.7,1641.7,3407.0
348,1992,1652.4,1652.4,3407.0
349,1995,1642.9,1652.4,3407.0
350,2002,1656.5,1656.5,3407.0
351,2007,1657.0,1657.0,3407.0
352,2010,1656.9,1657.0,3407.0
353,2014,1656.0,1657.0,3407.0
354,2019,1663.5,1663.5,3407.0
355,2023,1652.3,1663.5,3407.0
356,2032,1654.4,1663.5,3407.0
357,2038,1674.6,1674.6,4597.0
358,2041,1677.3,1677.3,4597.0
359,2047,1679.7,1679.7,4597.0
360,2051,1684.2,1684.2,4597.0
361,2055,1670.6,1684.2,4597.0
362,2059,1699.3,1699.3,4597.0
363,2064,1685.7,1699.3,4597.0
364,2072,1694.6,1699.3,4597.0
365,2076,1688.6,1699.3,4597.0
366,2081,1687.7,1699.3,4597.0
367,2085,1691.4,1699.3,4597.0
368,2089,1702.3,1702.3,4597.0
369,2095,1686.0,1702.3,4597.0
370,2099,1688.8,1702.3,4597.0
371,2106,1698.1,1702.3,4597.0
372,2110,1707.4,1707.4,4597.0
373,2115,1698.2,1707.4,4597.0
374,2118,1709.0,1709.0,4597.0
375,2125,1716.6,1716.6,4597.0
376,2127,1711.6,1716.6,4597.0
377,2138,1703.2,1716.6,4597.0
378,2141,1705.9,1716.6,4597.0
379,2145,1699.9,1716.6,4597.0
380,2152,1695.5,1716.6,4597.0
381,2157,1691.6,1716.6,4597.0
382,2161,1672.0,1716.6,4597.0
383,2165,1672.6,1716.6,4597.0
384,2172,1662.2,1716.6,4597.0
385,2176,1675.1,1716.6,4597.0
386,2183,1683.3,1716.6,4597.0
387,2186,1670.4,1716.6,4597.0
388,2192,1683.9,1716.6,4597.0
389,2197,1672.3,1716.6,4597.0
390,2202,1675.2,1716.6,4597.0
391,2205,1685.9,1716.6,4597.0
392,2212,1679.3,1716.6,4597.0
393,2217,1654.8,1716.6,4597.0
394,2222,1661.6,1716.6,4597.0
395,2228,1650.5,1716.6,4597.0
396,2232,1632.9,1716.6,4597.0
397,2235,1636.6,1716.6,4597.0
398,2241,1672.9,1716.6,4597.0
399,2245,1696.7,1716.6,4597.0
400,2254,1717.7,1717.7,4597.0
401,2258,1724.8,1724.8,4597.0
402,2264,1739.7,1739.7,4597.0
403,2268,1737.1,1739.7,4597.0
404,2270,1749.1,1749.1,4597.0
405,2276,1747.2,1749.1,4597.0
406,2284,1759.9,1759.9,4597.0
407,2288,1757.4,1759.9,4597.0
408,2291,1753.2,1759.9,4597.0
409,2297,1780.6,1780.6,4597.0
410,2302,1785.0,1785.0,4597.0
411,2304,1787.1,1787.1,4597.0
412,2311,1783.8,1787.1,4597.0
413,2319,1821.3,1821.3,4597.0
414,2323,1815.3,1821.3,4597.0
415,2327,1845.3,1845.3,4597.0
416,2331,1850.0,1850.0,4597.0
417,2337,1835.0,1850.0,4597.0
418,2343,1817.5,1850.0,4597.0
419,2349,1809.7,1850.0,4597.0
420,2353,1799.6,1850.0,4597.0
421,2356,1814.5,1850.0,4597.0
422,2363,1833.3,1850.0,4597.0
423,2364,1823.4,1850.0,4597.0
424,2372,1832.3,1850.0,4597.0
425,2381,1845.0,1850.0,4597.0
426,2383,1851.6,1851.6,4597.0
427,2386,1858.6,1858.6,4597.0
428,2394,1879.7,1879.7,4597.0
429,2397,1879.4,1879.7,4597.0
430,2401,1887.5,1887.5,4597.0
431,2406,1900.8,1900.8,4597.0
432,2409,1918.8,1918.8,4597.0
433,2416,1945.7,1945.7,4597.0
434,2421,1934.3,1945.7,4597.0
435,2427,1945.5,1945.7,4597.0
436,2429,1954.3,1954.3,4597.0
437,2432,1968.7,1968.7,4597.0
438,2437,1977.5,1977.5,4597.0
439,2442,1996.1,1996.1,4597.0
440,2450,2039.5,2039.5,4597.0
441,2457,2052.3,2052.3,4597.0
442,2459,2047.3,2052.3,4597.0
443,2463,2044.9,2052.3,4597.0
444,2467,2046.0,2052.3,4597.0
445,2471,2042.8,2052.3,4597.0
446,2479,2028.8,2052.3,4597.0
447,2486,2018.2,2052.3,4597.0
448,2489,2032.2,2052.3,4597.0
449,2494,2032.7,2052.3,4597.0
450,2498,2028.6,2052.3,4597.0
451,2503,2032.6,2052.3,4597.0
452,2504,2032.3,2052.3,4597.0
453,2512,2021.7,2052.3,4597.0
454,2518,2023.6,2052.3,4597.0
455,2521,2036.2,2052.3,4597.0
456,2526,2046.3,2052.3,4607.0
457,2533,2038.4,2052.3,4607.0
458,2534,2029.1,2052.3,4607.0
459,2539,2048.7,2052.3,4607.0
460,2544,2036.5,2052.3,4607.0
461,2554,2028.1,2052.3,4607.0
462,2557,2030.5,2052.3,4607.0
463,2563,2018.7,2052.3,4607.0
464,2563,2018.7,2052.3,4607.0
465,2567,2010.9,2052.3,4607.0
466,2573,2033.2,2052.3,4607.0
467,2581,2058.7,2058.7,4607.0
468,2586,2086.9,2086.9,4617.0
469,2587,2085.6,2086.9,4617.0
470,2594,2053.1,2086.9,4617.0
471,2598,2057.0,2086.9,4617.0
472,2604,2051.6,2086.9,4617.0
473,2606,2039.8,2086.9,4617.0
474,2612,2029.9,2086.9,4617.0
475,2616,2016.0,2086.9,4617.0
476,2621,2013.1,2086.9,4617.0
477,2627,1970.2,2086.9,4617.0
478,2632,1964.3,2086.9,4617.0
479,2636,1959.3,2086.9,4617.0
480,2641,1947.3,2086.9,4617.0
481,2646,1937.4,2086.9,4617.0
482,2653,1926.1,2086.9,4617.0
483,2653,1926.1,2086.9,4617.0
484,2659,1893.6,2086.9,4617.0
485,2663,1901.2,2086.9,4617.0
486,2671,1887.9,2086.9,4617.0
487,2677,1849.7,2086.9,4617.0
488,2681,1836.9,2086.9,4617.0
489,2688,1775.2,2086.9,4617.0
490,2689,1772.5,2086.9,4617.0
491,2693,1774.8,2086.9,4617.0
492,2699,1763.2,2086.9,4617.0
493,2706,1758.6,2086.9,4617.0
494,2711,1779.8,2086.9,4617.0
495,2717,1787.2,2086.9,4617.0
496,2720,1776.0,2086.9,4617.0
497,2725,1770.9,2086.9,4617.0
498,2731,1754.8,2086.9,4617.0
499,2736,1757.7,2086.9,4617.0
500,2738,1754.5,2086.9,4617.0
501,2744,1760.6,2086.9,4617.0
502,2748,1754.5,2086.9,4617.0
503,2751,1750.2,2086.9,4617.0
504,2754,1747.0,2086.9,4617.0
505,2762,1747.2,2086.9,4617.0
506,2768,1761.8,2086.9,4617.0
507,2773,1770.6,2086.9,4617.0
508,2776,1778.4,2086.9,4617.0
509,2779,1779.9,2086.9,4617.0
510,2783,1776.7,2086.9,4617.0
511,2789,1793.7,2086.9,4617.0
512,2795,1764.4,2086.9,4617.0
513,2801,1767.1,2086.9,4617.0
514,2805,1766.3,2086.9,4617.0
515,2805,1766.3,2086.9,4617.0
516,2810,1735.2,2086.9,4617.0
517,2818,1720.0,2086.9,4617.0
518,2824,1719.1,2086.9,4617.0
519,2829,1720.5,2086.9,4617.0
520,2837,1727.1,2086.9,4617.0
521,2837,1727.1,2086.9,4617.0
522,2838,1724.2,2086.9,4617.0
523,2846,1709.4,2086.9,4617.0
524,2853,1700.2,2086.9,4617.0
525,2856,1709.1,2086.9,4617.0
526,2865,1690.0,2086.9,4617.0
527,2867,1692.3,2086.9,4617.0
528,2869,1693.5,2086.9,4617.0
529,2876,1667.7,2086.9,4617.0
530,2881,1655.8,2086.9,4617.0
531,2888,1615.7,2086.9,4617.0
532,2894,1613.8,2086.9,4617.0
533,2900,1604.5,2086.9,4617.0
534,2906,1563.1,2086.9,4617.0
535,2908,1556.9,2086.9,4617.0
536,2913,1554.3,2086.9,4617.0
537,2918,1553.9,2086.9,4617.0
538,2921,1547.0,2086.9,4617.0
539,2926,1551.7,2086.9,4617.0
540,2934,1553.5,2086.9,4617.0
541,2938,1550.2,2086.9,4617.0
542,2941,1559.7,2086.9,4617.0
543,2946,1563.7,2086.9,4617.0
544,2949,1557.3,2086.9,4617.0
545,2955,1534.3,2086.9,4617.0
546,2964,1500.6,2086.9,4617.0
547,2968,1483.4,2086.9,4617.0
548,2969,1482.4,2086.9,4617.0
549,2973,1473.3,2086.9,4617.0
550,2978,1493.5,2086.9,4617.0
551,2985,1505.3,2086.9,4617.0
552,2993,1529.5,2086.9,4617.0
553,2998,1547.8,2086.9,4617.0
554,2999,1536.8,2086.9,4617.0
555,3006,1566.0,2086.9,4617.0
556,3007,1570.4,2086.9,4617.0
557,3011,1570.9,2086.9,4617.0
558,3024,1581.2,2086.9,4617.0
559,3027,1588.2,2086.9,4617.0
560,3030,1582.4,2086.9,4617.0
561,3035,1572.6,2086.9,4617.0
562,3040,1581.7,2086.9,4617.0
563,3045,1577.6,2086.9,4617.0
564,3049,1574.9,2086.9,4617.0
565,3055,1597.1,2086.9,4617.0
566,3058,1611.9,2086.9,4617.0
567,3063,1631.7,2086.9,4617.0
568,3066,1635.9,2086.9,4617.0
569,3071,1654.9,2086.9,4617.0
570,3077,1653.9,2086.9,4617.0
571,3085,1655.8,2086.9,4617.0
572,3088,1655.3,2086.9,4617.0
573,3090,1659.3,2086.9,4617.0
574,3096,1656.2,2086.9,4617.0
575,3098,1653.7,2086.9,4617.0
576,3105,1675.0,2086.9,4617.0
577,3111,1692.3,2086.9,4617.0
578,3114,1690.7,2086.9,4617.0
579,3119,1692.1,2086.9,4617.0
580,3123,1696.0,2086.9,4617.0
581,3130,1700.2,2086.9,4617.0
582,3132,1712.0,2086.9,4617.0
583,3139,1700.1,2086.9,4617.0
584,3141,1702.6,2086.9,4617.0
585,3145,1719.6,2086.9,4617.0
586,3150,1716.3,2086.9,4617.0
587,3155,1725.5,2086.9,4617.0
588,3161,1723.0,2086.9,4617.0
589,3166,1723.1,2086.9,4617.0
590,3168,1728.1,2086.9,4617.0
591,3173,1705.6,2086.9,4617.0
592,3179,1717.8,2086.9,4617.0
593,3184,1712.0,2086.9,4617.0
594,3194,1717.7,2086.9,4617.0
595,3198,1707.2,2086.9,4617.0
596,3200,1712.2,2086.9,4617.0
597,3203,1711.7,2086.9,4617.0
598,3206,1700.8,2086.9,4617.0
599,3211,1684.3,2086.9,4617.0
600,3218,1674.0,2086.9,4617.0
601,3227,1666.3,2086.9,4617.0
602,3230,1667.2,2086.9,4617.0
603,3232,1666.7,2086.9,4617.0
604,3235,1656.2,2086.9,4617.0
605,3239,1649.5,2086.9,4617.0
606,3245,1624.9,2086.9,4617.0
607,3249,1619.3,2086.9,4617.0
608,3254,1616.7,2086.9,4617.0
609,3257,1615.9,2086.9,4617.0
610,3262,1618.5,2086.9,4617.0
611,3264,1622.9,2086.9,4617.0
612,3268,1631.4,2086.9,4617.0
613,3274,1656.8,2086.9,4617.0
614,3282,1659.4,2086.9,4617.0
615,3284,1659.2,2086.9,4617.0
616,3289,1664.5,2086.9,4617.0
617,3292,1667.9,2086.9,4617.0
618,3296,1660.9,2086.9,4617.0
619,3301,1669.8,2086.9,4617.0
620,3305,1675.3,2086.9,4617.0
621,3311,1685.0,2086.9,4617.0
622,3317,1687.0,2086.9,4617.0
623,3321,1692.2,2086.9,4617.0
624,3325,1695.5,2086.9,4617.0
625,3328,1688.2,2086.9,4617.0
626,3330,1683.9,2086.9,4617.0
627,3334,1699.8,2086.9,4617.0
628,3340,1725.6,2086.9,4617.0
629,3346,1735.2,2086.9,4617.0
630,3352,1736.6,2086.9,4617.0
631,3358,1739.7,2086.9,4617.0
632,3360,1736.0,2086.9,4617.0
633,3361,1733.9,2086.9,4617.0
634,3365,1720.5,2086.9,4617.0
635,3371,1723.7,2086.9,4617.0
636,3379,1726.1,2086.9,4617.0
637,3384,1720.6,2086.9,4617.0
638,3386,1717.0,2086.9,4617.0
639,3389,1702.3,2086.9,4617.0
640,3392,1704.2,2086.9,4617.0
641,3398,1717.0,2086.9,4617.0
642,3404,1713.7,2086.9,4617.0
643,3408,1724.8,2086.9,4617.0
644,3411,1726.3,2086.9,4617.0
645,3413,1729.4,2086.9,4617.0
646,3421,1735.5,2086.9,4617.0
647,3422,1733.4,2086.9,4617.0
648,3425,1736.9,2086.9,4617.0
649,3430,1740.1,2086.9,4617.0
650,3435,1749.6,2086.9,4617.0
651,3440,1741.8,2086.9,4617.0
652,3446,1754.6,2086.9,4617.0
653,3449,1761.7,2086.9,4617.0
654,3453,1775.8,2086.9,4617.0
655,3458,1779.7,2086.9,4617.0
656,3464,1778.1,2086.9,4617.0
657,3466,1780.5,2086.9,4617.0
658,3470,1766.7,2086.9,4617.0
659,3476,1787.4,2086.9,4617.0
660,3477,1786.2,2086.9,4617.0
661,3485,1792.8,2086.9,4617.0
662,3488,1798.7,2086.9,4617.0
663,3491,1800.9,2086.9,4617.0
664,3497,1806.1,2086.9,4617.0
665,3498,1806.1,2086.9,4617.0
666,3503,1806.1,2086.9,4617.0
667,3507,1808.8,2086.9,4617.0
668,3513,1801.7,2086.9,4617.0
669,3517,1817.2,2086.9,4617.0
670,3520,1807.5,2086.9,4617.0
671,3526,1810.5,2086.9,4617.0
672,3530,1808.6,2086.9,4617.0
673,3532,1796.9,2086.9,4617.0
674,3536,1800.5,2086.9,4617.0
675,3544,1790.2,2086.9,4617.0
676,3545,1783.2,2086.9,4617.0
677,3552,1737.8,2086.9,4617.0
678,3555,1724.8,2086.9,4617.0
679,3561,1732.7,2086.9,4617.0
680,3566,1726.4,2086.9,4617.0
681,3568,1714.6,2086.9,4617.0
682,3576,1671.7,2086.9,4617.0
683,3584,1661.5,2086.9,4617.0
684,3586,1656.0,2086.9,4617.0
685,3589,1657.8,2086.9,4617.0
686,3592,1643.0,2086.9,4617.0
687,3602,1648.5,2086.9,4617.0
688,3604,1638.1,2086.9,4617.0
689,3610,1620.4,2086.9,4617.0
690,3613,1649.5,2086.9,4617.0
691,3616,1643.3,2086.9,4617.0
692,3619,1641.2,2086.9,4617.0
693,3624,1658.0,2086.9,4617.0
694,3629,1655.2,2086.9,4617.0
695,3634,1646.2,2086.9,4617.0
696,3639,1647.5,2086.9,4617.0
697,3644,1654.0,2086.9,4617.0
698,3645,1654.6,2086.9,4617.0
699,3649,1669.1,2086.9,4617.0
700,3654,1695.5,2086.9,4617.0
701,3660,1685.4,2086.9,4617.0
702,3665,1693.0,2086.9,4617.0
703,3666,1692.0,2086.9,4617.0
704,3671,1731.3,2086.9,4617.0
705,3672,1730.4,2086.9,4617.0
706,3678,1751.1,2086.9,4617.0
707,3682,1756.8,2086.9,4617.0
708,3690,1780.9,2086.9,4617.0
709,3692,1774.6,2086.9,4617.0
710,3695,1770.8,2086.9,4617.0
711,3701,1770.7,2086.9,4617.0
712,3705,1804.3,2086.9,4617.0
713,3707,1820.1,2086.9,4617.0
714,3711,1817.0,2086.9,4617.0
715,3717,1791.1,2086.9,4617.0
