iteration,episode,avg_score,best_score,best_avg_score
1708,8078,2909.6,10798.0,3956.01
1709,8079,2909.6,10798.0,3956.01
1710,8082,2921.2,10798.0,3956.01
1711,8091,2905.5,10798.0,3956.01
1712,8094,2880.0,10798.0,3956.01
1713,8097,2836.6,10798.0,3956.01
1714,8102,2814.0,10798.0,3956.01
1715,8103,2814.0,10798.0,3956.01
1716,8105,2822.1,10798.0,3956.01
1717,8111,2824.4,10798.0,3956.01
1718,8114,2812.7,10798.0,3956.01
1719,8117,2814.1,10798.0,3956.01
1720,8122,2803.1,10798.0,3956.01
1721,8125,2785.0,10798.0,3956.01
1722,8132,2745.6,10798.0,3956.01
1723,8133,2742.9,10798.0,3956.01
1724,8134,2731.3,10798.0,3956.01
1725,8135,2732.5,10798.0,3956.01
1726,8137,2751.3,10798.0,3956.01
1727,8138,2751.3,10798.0,3956.01
1728,8141,2762.9,10798.0,3956.01
1729,8149,2680.2,10798.0,3956.01
1730,8157,2801.4,10798.0,3956.01
1731,8160,2815.1,10798.0,3956.01
1732,8162,2832.7,10798.0,3956.01
1733,8163,2829.2,10798.0,3956.01
1734,8166,2868.4,10798.0,3956.01
1736,8168,2883.1,10798.0,3956.01
1737,8173,2910.8,10798.0,3956.01
1738,8174,2910.7,10798.0,3956.01
1739,8179,2929.4,10798.0,3956.01
1740,8183,2941.1,10798.0,3956.01
1741,8190,3050.8,10798.0,3956.01
1742,8193,3097.2,10798.0,3956.01
1743,8196,3149.8,10798.0,3956.01
1744,8198,3182.5,10798.0,3956.01
1745,8200,3180.9,10798.0,3956.01
1746,8203,3207.9,10798.0,3956.01
1747,8204,3207.6,10798.0,3956.01
1748,8208,3171.6,10798.0,3956.01
1749,8211,3165.8,10798.0,3956.01
1750,8213,3187.9,10798.0,3956.01
1751,8218,3253.8,10798.0,3956.01
1752,8221,3297.6,10798.0,3956.01
1754,8229,3358.8,10798.0,3956.01
1755,8231,3343.9,10798.0,3956.01
1756,8235,3402.0,10798.0,3956.01
1757,8241,3419.8,10798.0,3956.01
1758,8246,3446.4,10798.0,3956.01
1760,8249,3441.1,10798.0,3956.01
1761,8252,3440.9,10798.0,3956.01
1762,8258,3363.4,10798.0,3956.01
1763,8260,3362.7,10798.0,3956.01
1764,8262,3368.0,10798.0,3956.01
1765,8264,3386.2,10798.0,3956.01
1766,8268,3369.1,10798.0,3956.01
1767,8271,3351.6,10798.0,3956.01
1769,8275,3372.5,10798.0,3956.01
1770,8280,3415.0,10798.0,3956.01
1771,8285,3418.5,10798.0,3956.01
1772,8287,3431.4,10798.0,3956.01
1773,8288,3405.5,10798.0,3956.01
1774,8295,3397.0,10798.0,3956.01
1775,8299,3393.2,10798.0,3956.01
1776,8300,3410.8,10798.0,3956.01
1777,8301,3427.3,10798.0,3956.01
1778,8305,3430.2,10798.0,3956.01
1779,8306,3449.0,10798.0,3956.01
1780,8307,3430.9,10798.0,3956.01
1781,8308,3440.0,10798.0,3956.01
1782,8312,3509.8,10798.0,3956.01
1783,8319,3524.7,10798.0,3956.01
1784,8320,3527.1,10798.0,3956.01
1785,8321,3535.8,10798.0,3956.01
1786,8325,3547.4,10798.0,3956.01
1787,8330,3573.8,10798.0,3956.01
1788,8333,3606.0,10798.0,3956.01
1789,8334,3627.0,10798.0,3956.01
1790,8337,3606.9,10798.0,3956.01
1791,8339,3585.6,10798.0,3956.01
1792,8341,3623.2,10798.0,3956.01
1793,8343,3652.0,10798.0,3956.01
1794,8344,3652.7,10798.0,3956.01
1795,8350,3663.7,10798.0,3956.01
1796,8354,3705.4,10798.0,3956.01
1797,8359,3768.7,10798.0,3956.01
1798,8362,3780.9,10798.0,3956.01
1799,8365,3788.2,10798.0,3956.01
1800,8370,3830.9,10798.0,3956.01
1801,8372,3822.7,10798.0,3956.01
1802,8378,3793.6,10798.0,3956.01
1803,8381,3793.1,10798.0,3956.01
1804,8385,3749.5,10798.0,3956.01
1805,8390,3726.3,10798.0,3956.01
1806,8395,3683.7,10798.0,3956.01
1807,8398,3634.8,10798.0,3956.01
1808,8399,3635.3,10798.0,3956.01
1809,8405,3595.4,10798.0,3956.01
1810,8407,3575.7,10798.0,3956.01
1811,8408,3566.0,10798.0,3956.01
1812,8412,3499.9,10798.0,3956.01
1813,8418,3402.5,10798.0,3956.01
1814,8421,3349.9,10798.0,3956.01
1815,8426,3308.9,10798.0,3956.01
1816,8430,3328.3,10798.0,3956.01
1817,8432,3314.5,10798.0,3956.01
1818,8433,3300.0,10798.0,3956.01
1819,8434,3276.5,10798.0,3956.01
1820,8436,3246.6,10798.0,3956.01
1821,8437,3245.6,10798.0,3956.01
1822,8441,3268.9,10798.0,3956.01
1823,8443,3275.7,10798.0,3956.01
1824,8445,3322.5,10798.0,3956.01
1825,8449,3385.1,10798.0,3956.01
1826,8457,3334.3,10798.0,3956.01
1827,8459,3349.3,10798.0,3956.01
1828,8462,3356.9,10798.0,3956.01
1829,8467,3336.7,10798.0,3956.01
1830,8469,3326.9,10798.0,3956.01
1832,8470,3326.1,10798.0,3956.01
1833,8471,3331.9,10798.0,3956.01
1834,8477,3393.9,10798.0,3956.01
1835,8480,3413.3,10798.0,3956.01
1836,8484,3429.3,10798.0,3956.01
1838,8488,3504.0,10798.0,3956.01
1839,8495,3602.9,10798.0,3956.01
1840,8498,3653.2,10798.0,3956.01
1841,8500,3652.2,10798.0,3956.01
1842,8502,3690.3,10798.0,3956.01
1843,8504,3732.9,10798.0,3956.01
1844,8506,3750.0,10798.0,3956.01
1845,8508,3750.2,10798.0,3956.01
1846,8510,3790.5,10798.0,3956.01
1847,8514,3831.0,10798.0,3956.01
1848,8516,3856.6,10798.0,3956.01
1849,8521,3928.9,10798.0,3956.01
1851,8526,3972.4,10798.0,3972.4
1852,8530,3994.7,10798.0,3994.7
1853,8534,4035.1,10798.0,4035.1
1854,8536,4021.7,10798.0,4035.1
1855,8540,4066.9,10798.0,4066.9
1856,8542,4060.1,10798.0,4066.9
1857,8545,3998.7,10798.0,4066.9
1858,8550,3912.0,10798.0,4066.9
1859,8553,3921.3,10798.0,4066.9
1860,8559,3865.3,10798.0,4066.9
1861,8562,3856.7,10798.0,4066.9
1862,8564,3850.7,10798.0,4066.9
1863,8565,3857.1,10798.0,4066.9
1865,8567,3871.5,10798.0,4066.9
1866,8569,3876.2,10798.0,4066.9
1867,8573,3934.8,10798.0,4066.9
1868,8577,3902.3,10798.0,4066.9
1869,8580,3915.6,10798.0,4066.9
1870,8584,3971.4,10798.0,4066.9
1871,8589,3987.0,10798.0,4066.9
1872,8592,3979.8,10798.0,4066.9
1873,8593,3978.0,10798.0,4066.9
1874,8594,3974.7,10798.0,4066.9
1875,8599,4007.1,10798.0,4066.9
1876,8600,4022.7,10798.0,4066.9
1878,8602,3964.0,10798.0,4066.9
1879,8608,3993.0,10798.0,4066.9
1880,8609,3974.7,10798.0,4066.9
1881,8613,3988.1,10798.0,4066.9
1882,8618,3964.4,10798.0,4066.9
1883,8621,3967.9,10798.0,4066.9
1884,8624,4003.2,10798.0,4066.9
1885,8626,3997.7,10798.0,4066.9
1886,8628,4006.1,10798.0,4066.9
1887,8631,4033.6,10798.0,4066.9
1889,8634,4003.6,10798.0,4066.9
1890,8638,3994.5,10798.0,4066.9
1891,8641,4001.7,10798.0,4066.9
1892,8645,4036.1,10798.0,4066.9
1893,8649,4096.2,10798.0,4096.2
1894,8652,4096.8,10798.0,4096.8
1895,8656,4089.1,10798.0,4096.8
1896,8659,4181.7,10798.0,4181.7
1897,8661,4189.7,10798.0,4189.7
1898,8664,4158.0,10798.0,4189.7
1899,8666,4183.3,10798.0,4189.7
1901,8672,4139.4,10798.0,4189.7
1902,8677,4110.0,10798.0,4189.7
1903,8681,4081.0,10798.0,4189.7
1904,8682,4088.3,10798.0,4189.7
1905,8683,4077.8,10798.0,4189.7
1906,8685,4039.6,10798.0,4189.7
1907,8689,4030.9,10798.0,4189.7
1908,8692,3996.8,10798.0,4189.7
1909,8697,3974.2,10798.0,4189.7
1910,8699,3930.3,10798.0,4189.7
1911,8702,3960.7,10798.0,4189.7
1912,8703,3963.2,10798.0,4189.7
1913,8706,3970.0,10798.0,4189.7
1914,8708,3990.9,10798.0,4189.7
1915,8715,3999.9,10798.0,4189.7
1916,8720,3949.5,10798.0,4189.7
1917,8721,3955.0,10798.0,4189.7
1918,8727,3859.8,10798.0,4189.7
1919,8729,3816.0,10798.0,4189.7
1920,8731,3796.7,10798.0,4189.7
1922,8735,3818.9,10798.0,4189.7
1923,8738,3797.0,10798.0,4189.7
1924,8740,3803.2,10798.0,4189.7
1925,8745,3746.5,10798.0,4189.7
1926,8749,3659.0,10798.0,4189.7
1927,8752,3683.4,10798.0,4189.7
1928,8758,3679.4,10798.0,4189.7
1929,8760,3632.5,10798.0,4189.7
1930,8764,3613.0,10798.0,4189.7
1931,8768,3551.4,10798.0,4189.7
1932,8772,3553.3,10798.0,4189.7
1933,8778,3506.9,10798.0,4189.7
1934,8782,3446.1,10798.0,4189.7
1935,8784,3442.8,10798.0,4189.7
1936,8785,3418.4,10798.0,4189.7
1937,8787,3387.6,10798.0,4189.7
1938,8791,3361.9,10798.0,4189.7
1939,8794,3322.8,10798.0,4189.7
1941,8798,3305.9,10798.0,4189.7
1942,8799,3305.9,10798.0,4189.7
1943,8803,3283.2,10798.0,4189.7
1944,8807,3256.6,10798.0,4189.7
1945,8814,3228.0,10798.0,4189.7
1947,8818,3224.7,10798.0,4189.7
1948,8821,3265.5,10798.0,4189.7
1949,8822,3257.7,10798.0,4189.7
1950,8827,3291.6,10798.0,4189.7
1951,8832,3278.7,10798.0,4189.7
1952,8833,3268.9,10798.0,4189.7
1953,8838,3272.6,10798.0,4189.7
1954,8842,3233.3,10798.0,4189.7
1955,8844,3231.5,10798.0,4189.7
1956,8848,3274.1,10798.0,4189.7
1957,8852,3245.5,10798.0,4189.7
1958,8854,3214.4,10798.0,4189.7
1960,8858,3204.9,10798.0,4189.7
1961,8862,3215.9,10798.0,4189.7
1962,8866,3202.0,10798.0,4189.7
1963,8870,3231.0,10798.0,4189.7
1964,8872,3195.8,10798.0,4189.7
1965,8874,3217.7,10798.0,4189.7
1966,8877,3235.1,10798.0,4189.7
1967,8880,3287.4,10798.0,4189.7
1968,8883,3309.5,10798.0,4189.7
1969,8887,3357.6,10798.0,4189.7
1970,8889,3383.6,10798.0,4189.7
1971,8890,3360.4,10798.0,4189.7
1972,8893,3390.8,10798.0,4189.7
1973,8899,3445.1,10798.0,4189.7
1974,8900,3416.8,10798.0,4189.7
1975,8902,3453.4,10798.0,4189.7
1976,8909,3481.7,10798.0,4189.7
1977,8912,3464.2,10798.0,4189.7
1978,8916,3464.1,10798.0,4189.7
1979,8920,3397.0,10798.0,4189.7
1980,8924,3318.9,10798.0,4189.7
1981,8927,3319.3,10798.0,4189.7
1982,8929,3327.8,10798.0,4189.7
1983,8932,3328.5,10798.0,4189.7
1984,8935,3299.6,10798.0,4189.7
1985,8937,3303.5,10798.0,4189.7
1986,8938,3274.6,10798.0,4189.7
1988,8945,3338.1,10798.0,4189.7
1989,8948,3371.5,10798.0,4189.7
1990,8952,3410.1,10798.0,4189.7
1991,8955,3417.2,10798.0,4189.7
1992,8958,3451.3,10798.0,4189.7
1993,8960,3491.2,10798.0,4189.7
1994,8966,3540.4,10798.0,4189.7
1995,8969,3526.2,10798.0,4189.7
1996,8975,3469.2,10798.0,4189.7
1997,8980,3464.6,10798.0,4189.7
1998,8983,3439.3,10798.0,4189.7
1999,8985,3426.6,10798.0,4189.7
2000,8987,3410.4,10798.0,4189.7
2001,8990,3412.3,10798.0,4189.7
2002,8992,3375.1,10798.0,4189.7
2003,8995,3361.4,10798.0,4189.7
2004,8997,3341.0,10798.0,4189.7
2005,9000,3392.0,10798.0,4189.7
2006,9003,3329.3,10798.0,4189.7
2007,9004,3330.0,10798.0,4189.7
2008,9007,3311.4,10798.0,4189.7
2009,9013,3354.8,10798.0,4189.7
2010,9015,3336.4,10798.0,4189.7
2011,9018,3364.4,10798.0,4189.7
2012,9022,3449.2,10798.0,4189.7
2013,9023,3449.0,10798.0,4189.7
2014,9024,3478.1,10798.0,4189.7
2015,9028,3512.1,10798.0,4189.7
2016,9032,3515.2,10798.0,4189.7
2017,9036,3570.2,10798.0,4189.7
2018,9041,3631.6,10798.0,4189.7
2019,9043,3639.8,10798.0,4189.7
2020,9044,3642.9,10798.0,4189.7
2021,9045,3628.3,10798.0,4189.7
2022,9047,3626.9,10798.0,4189.7
2023,9048,3633.5,10798.0,4189.7
2024,9050,3657.5,10798.0,4189.7
2025,9058,3642.0,10798.0,4189.7
2026,9060,3622.5,10798.0,4189.7
2028,9064,3675.0,10798.0,4189.7
2029,9065,3707.7,10798.0,4189.7
2030,9069,3751.6,10798.0,4189.7
2031,9072,3787.7,10798.0,4189.7
2032,9074,3834.7,10798.0,4189.7
2033,9077,3853.4,10798.0,4189.7
2034,9079,3869.1,10798.0,4189.7
2035,9081,3866.8,10798.0,4189.7
2036,9084,3940.6,10798.0,4189.7
2037,9088,4005.8,10798.0,4189.7
2038,9091,4017.0,10798.0,4189.7
2039,9093,4040.8,10798.0,4189.7
2040,9095,4044.4,10798.0,4189.7
2041,9098,4088.2,10798.0,4189.7
2042,9101,4080.3,10798.0,4189.7
2043,9103,4119.7,10798.0,4189.7
2044,9106,4115.7,10798.0,4189.7
2045,9112,4136.5,10798.0,4189.7
2046,9114,4156.7,10798.0,4189.7
2047,9116,4141.2,10798.0,4189.7
2048,9117,4155.6,10798.0,4189.7
2049,9123,4157.8,10798.0,4189.7
2050,9124,4152.8,10798.0,4189.7
2051,9126,4185.2,10798.0,4189.7
2053,9130,4165.6,10798.0,4189.7
2054,9132,4184.4,10798.0,4189.7
2055,9135,4203.1,10798.0,4203.1
2056,9138,4223.0,10798.0,4223.0
2057,9143,4228.3,10798.0,4228.3
2058,9145,4236.8,10798.0,4236.8
2059,9147,4228.1,10798.0,4236.8
2060,9149,4234.8,10798.0,4236.8
2061,9151,4237.4,10798.0,4237.4
2062,9154,4212.5,10798.0,4237.4
2063,9156,4216.8,10798.0,4237.4
2064,9159,4262.6,10798.0,4262.6
2065,9164,4213.8,10798.0,4262.6
2066,9165,4215.1,10798.0,4262.6
2067,9170,4201.2,10798.0,4262.6
2068,9175,4160.1,10798.0,4262.6
2069,9176,4172.4,10798.0,4262.6
2070,9178,4155.6,10798.0,4262.6
2071,9182,4138.6,10798.0,4262.6
2072,9186,4114.2,10798.0,4262.6
2074,9190,4094.1,10798.0,4262.6
2075,9193,4085.8,10798.0,4262.6
2076,9195,4060.0,10798.0,4262.6
2077,9198,4001.0,10798.0,4262.6
2078,9201,4025.2,10798.0,4262.6
2079,9203,4001.8,10798.0,4262.6
2080,9210,3985.7,10798.0,4262.6
2081,9212,4001.9,10798.0,4262.6
2083,9214,4006.5,10798.0,4262.6
2084,9218,3977.9,10798.0,4262.6
2085,9221,4007.3,10798.0,4262.6
2086,9227,3998.9,10798.0,4262.6
2087,9230,4006.3,10798.0,4262.6
2088,9231,3984.8,10798.0,4262.6
2090,9234,3963.0,10798.0,4262.6
2091,9238,3895.7,10798.0,4262.6
2092,9242,3911.2,10798.0,4262.6
2093,9246,3892.7,10798.0,4262.6
2094,9251,3834.9,10798.0,4262.6
2095,9253,3858.2,10798.0,4262.6
2096,9255,3878.2,10798.0,4262.6
2098,9258,3872.0,10798.0,4262.6
2099,9266,3808.1,10798.0,4262.6
2100,9270,3770.0,10798.0,4262.6
2101,9271,3769.8,10798.0,4262.6
2102,9275,3727.6,10798.0,4262.6
2103,9276,3739.5,10798.0,4262.6
2104,9278,3760.5,10798.0,4262.6
2105,9279,3771.0,10798.0,4262.6
2106,9283,3768.8,10798.0,4262.6
2107,9286,3778.6,10798.0,4262.6
2108,9289,3814.9,10798.0,4262.6
2109,9290,3814.8,10798.0,4262.6
2110,9294,3791.3,10798.0,4262.6
2111,9297,3834.1,10798.0,4262.6
2112,9301,3875.9,10798.0,4262.6
2113,9307,3922.3,10798.0,4262.6
2114,9309,3904.0,10798.0,4262.6
2115,9310,3883.5,10798.0,4262.6
2116,9312,3861.0,10798.0,4262.6
2117,9313,3864.6,10798.0,4262.6
2118,9314,3848.4,10798.0,4262.6
2119,9322,3803.0,10798.0,4262.6
2120,9326,3824.3,10798.0,4262.6
2121,9327,3840.9,10798.0,4262.6
2122,9333,3805.6,10798.0,4262.6
2123,9335,3790.7,10798.0,4262.6
2124,9339,3868.9,10798.0,4262.6
2126,9340,3847.5,10798.0,4262.6
2127,9343,3840.8,10798.0,4262.6
2128,9345,3823.5,10798.0,4262.6
2129,9348,3845.0,10798.0,4262.6
2130,9350,3835.3,10798.0,4262.6
2131,9351,3855.4,10798.0,4262.6
2132,9354,3871.6,10798.0,4262.6
2133,9355,3878.7,10798.0,4262.6
2134,9359,3944.9,10798.0,4262.6
2135,9366,3978.5,10798.0,4262.6
2136,9368,4040.2,10798.0,4262.6
2137,9372,4086.0,10798.0,4262.6
2138,9373,4107.0,10798.0,4262.6
2139,9375,4138.7,10798.0,4262.6
2141,9377,4153.1,10798.0,4262.6
2142,9381,4181.0,10798.0,4262.6
2143,9382,4176.8,10798.0,4262.6
2144,9384,4178.2,10798.0,4262.6
2145,9387,4200.5,10798.0,4262.6
2146,9394,4229.3,10798.0,4262.6
2147,9395,4232.1,10798.0,4262.6
2148,9396,4236.2,10798.0,4262.6
2149,9399,4233.5,10798.0,4262.6
2150,9405,4225.1,10798.0,4262.6
2151,9406,4211.5,10798.0,4262.6
2152,9407,4215.0,10798.0,4262.6
2153,9410,4241.5,10798.0,4262.6
2154,9412,4250.6,10798.0,4262.6
2155,9419,4182.5,10798.0,4262.6
2156,9422,4237.3,10798.0,4262.6
2157,9427,4141.9,10798.0,4262.6
2158,9429,4108.0,10798.0,4262.6
2159,9434,4120.8,10798.0,4262.6
2160,9437,4030.2,10798.0,4262.6
2161,9448,3786.2,10798.0,4262.6
2162,9452,3738.2,10798.0,4262.6
2163,9457,3561.6,10798.0,4262.6
2164,9462,3457.6,10798.0,4262.6
2165,9466,3362.8,10798.0,4262.6
2166,9469,3238.5,10798.0,4262.6
2167,9477,2956.5,10798.0,4262.6
2168,9481,2855.6,10798.0,4262.6
2169,9488,2634.0,10798.0,4262.6
2170,9495,2456.3,10798.0,4262.6
2171,9498,2375.5,10798.0,4262.6
2173,9505,2150.5,10798.0,4262.6
2174,9508,2074.2,10798.0,4262.6
2175,9515,1925.8,10798.0,4262.6
2176,9522,1781.2,10798.0,4262.6
2177,9527,1742.7,10798.0,4262.6
2178,9528,1742.4,10798.0,4262.6
2179,9533,1689.9,10798.0,4262.6
2180,9542,1689.6,10798.0,4262.6
2181,9543,1693.3,10798.0,4262.6
2182,9548,1655.0,10798.0,4262.6
2183,9552,1625.6,10798.0,4262.6
2184,9556,1630.8,10798.0,4262.6
2185,9562,1585.2,10798.0,4262.6
2186,9569,1588.8,10798.0,4262.6
2187,9573,1589.4,10798.0,4262.6
2188,9575,1602.4,10798.0,4262.6
2189,9581,1601.0,10798.0,4262.6
2190,9586,1590.2,10798.0,4262.6
2191,9588,1604.3,10798.0,4262.6
2192,9595,1612.1,10798.0,4262.6
2193,9601,1631.9,10798.0,4262.6
2194,9606,1635.2,10798.0,4262.6
2195,9609,1630.1,10798.0,4262.6
2196,9615,1652.8,10798.0,4262.6
2197,9617,1661.0,10798.0,4262.6
2198,9624,1645.5,10798.0,4262.6
2199,9626,1638.6,10798.0,4262.6
2200,9630,1638.9,10798.0,4262.6
2201,9636,1637.2,10798.0,4262.6
2202,9642,1677.9,10798.0,4262.6
2203,9646,1678.9,10798.0,4262.6
2204,9648,1687.0,10798.0,4262.6
2205,9657,1706.5,10798.0,4262.6
2206,9659,1751.1,10798.0,4262.6
2207,9665,1780.3,10798.0,4262.6
2208,9670,1768.4,10798.0,4262.6
2209,9674,1794.5,10798.0,4262.6
2210,9679,1809.3,10798.0,4262.6
2211,9683,1825.6,10798.0,4262.6
2212,9687,1842.9,10798.0,4262.6
2213,9693,1831.8,10798.0,4262.6
2214,9697,1861.2,10798.0,4262.6
2215,9701,1852.5,10798.0,4262.6
2216,9706,1866.2,10798.0,4262.6
2217,9710,1893.9,10798.0,4262.6
2218,9714,1892.1,10798.0,4262.6
2219,9721,1889.1,10798.0,4262.6
2220,9723,1892.6,10798.0,4262.6
2221,9730,1917.9,10798.0,4262.6
2222,9733,1912.5,10798.0,4262.6
2223,9738,1918.1,10798.0,4262.6
2224,9742,1906.2,10798.0,4262.6
2225,9749,1914.6,10798.0,4262.6
2226,9754,1927.2,10798.0,4262.6
2227,9759,1881.9,10798.0,4262.6
2228,9762,1871.2,10798.0,4262.6
2229,9764,1875.6,10798.0,4262.6
2230,9766,1885.7,10798.0,4262.6
2231,9773,1851.3,10798.0,4262.6
2232,9779,1870.1,10798.0,4262.6
2233,9785,1883.2,10798.0,4262.6
2234,9793,1884.9,10798.0,4262.6
2235,9796,1876.5,10798.0,4262.6
2236,9797,1868.9,10798.0,4262.6
2237,9800,1874.2,10798.0,4262.6
2238,9801,1875.6,10798.0,4262.6
2239,9811,1885.6,10798.0,4262.6
2240,9816,1905.7,10798.0,4262.6
2241,9826,1928.7,10798.0,4262.6
2242,9828,1930.7,10798.0,4262.6
2244,9833,1916.5,10798.0,4262.6
2245,9836,1905.1,10798.0,4262.6
2246,9846,1917.1,10798.0,4262.6
2247,9848,1916.6,10798.0,4262.6
2248,9854,1899.3,10798.0,4262.6
2249,9858,1920.5,10798.0,4262.6
2250,9860,1940.8,10798.0,4262.6
2251,9863,1948.1,10798.0,4262.6
2252,9867,1960.4,10798.0,4262.6
2253,9873,1968.5,10798.0,4262.6
2254,9880,1983.6,10798.0,4262.6
2255,9886,1990.3,10798.0,4262.6
2256,9889,2016.7,10798.0,4262.6
2257,9890,2028.6,10798.0,4262.6
2258,9894,2056.9,10798.0,4262.6
2259,9897,2083.5,10798.0,4262.6
2260,9903,2091.8,10798.0,4262.6
2261,9907,2115.0,10798.0,4262.6
2262,9914,2141.3,10798.0,4262.6
2263,9919,2160.2,10798.0,4262.6
2264,9923,2162.1,10798.0,4262.6
2265,9925,2156.2,10798.0,4262.6
2266,9929,2156.3,10798.0,4262.6
2267,9932,2166.7,10798.0,4262.6
2268,9937,2170.0,10798.0,4262.6
2269,9942,2204.9,10798.0,4262.6
2270,9944,2200.0,10798.0,4262.6
2271,9951,2221.9,10798.0,4262.6
2272,9957,2236.6,10798.0,4262.6
2273,9961,2213.8,10798.0,4262.6
2274,9965,2198.3,10798.0,4262.6
2275,9970,2197.8,10798.0,4262.6
2276,9972,2198.8,10798.0,4262.6
2277,9976,2204.5,10798.0,4262.6
2278,9981,2167.0,10798.0,4262.6
2279,9987,2163.6,10798.0,4262.6
2280,9990,2162.3,10798.0,4262.6
2281,9995,2135.6,10798.0,4262.6
2282,9996,2132.3,10798.0,4262.6
2283,10001,2145.0,10798.0,4262.6
2284,10006,2130.9,10798.0,4262.6
2285,10010,2130.1,10798.0,4262.6
2286,10015,2119.6,10798.0,4262.6
2287,10019,2121.8,10798.0,4262.6
2288,10024,2114.5,10798.0,4262.6
2289,10029,2126.3,10798.0,4262.6
2290,10031,2124.7,10798.0,4262.6
2291,10038,2134.7,10798.0,4262.6
2293,10045,2115.3,10798.0,4262.6
2294,10049,2127.2,10798.0,4262.6
2295,10051,2102.7,10798.0,4262.6
2296,10057,2100.3,10798.0,4262.6
2297,10062,2142.7,10798.0,4262.6
2298,10066,2160.8,10798.0,4262.6
2299,10068,2157.3,10798.0,4262.6
2300,10072,2172.7,10798.0,4262.6
2301,10079,2189.4,10798.0,4262.6
2302,10084,2192.7,10798.0,4262.6
2303,10090,2182.5,10798.0,4262.6
2304,10092,2184.4,10798.0,4262.6
2305,10097,2197.8,10798.0,4262.6
2306,10100,2201.5,10798.0,4262.6
2307,10103,2201.9,10798.0,4262.6
2308,10109,2181.8,10798.0,4262.6
2309,10113,2192.5,10798.0,4262.6
2310,10117,2195.3,10798.0,4262.6
2311,10119,2184.3,10798.0,4262.6
2312,10129,2194.9,10798.0,4262.6
2313,10130,2194.4,10798.0,4262.6
2314,10134,2202.4,10798.0,4262.6
2315,10137,2208.6,10798.0,4262.6
2316,10140,2209.3,10798.0,4262.6
2317,10147,2216.1,10798.0,4262.6
2318,10150,2227.9,10798.0,4262.6
2319,10156,2225.3,10798.0,4262.6
2320,10160,2200.3,10798.0,4262.6
2321,10162,2198.5,10798.0,4262.6
2322,10167,2193.6,10798.0,4262.6
2323,10171,2205.9,10798.0,4262.6
2324,10176,2201.5,10798.0,4262.6
2325,10179,2200.5,10798.0,4262.6
2326,10183,2217.4,10798.0,4262.6
2327,10190,2226.3,10798.0,4262.6
2328,10195,2238.6,10798.0,4262.6
2329,10198,2232.3,10798.0,4262.6
2330,10200,2225.7,10798.0,4262.6
2331,10205,2256.5,10798.0,4262.6
2332,10210,2256.5,10798.0,4262.6
2333,10214,2252.0,10798.0,4262.6
2334,10221,2235.5,10798.0,4262.6
2335,10223,2227.2,10798.0,4262.6
2336,10227,2243.8,10798.0,4262.6
2337,10230,2243.5,10798.0,4262.6
2338,10234,2236.4,10798.0,4262.6
2339,10237,2231.5,10798.0,4262.6
2340,10245,2223.6,10798.0,4262.6
2341,10248,2212.5,10798.0,4262.6
2342,10254,2209.0,10798.0,4262.6
2343,10258,2230.0,10798.0,4262.6
2344,10261,2230.4,10798.0,4262.6
2345,10265,2224.7,10798.0,4262.6
2346,10268,2209.6,10798.0,4262.6
2347,10270,2207.2,10798.0,4262.6
2348,10278,2209.3,10798.0,4262.6
2349,10282,2202.6,10798.0,4262.6
2350,10285,2196.6,10798.0,4262.6
2351,10290,2202.7,10798.0,4262.6
2352,10296,2199.0,10798.0,4262.6
2353,10299,2200.7,10798.0,4262.6
2354,10304,2174.7,10798.0,4262.6
2355,10308,2175.2,10798.0,4262.6
2356,10314,2161.2,10798.0,4262.6
2357,10318,2173.4,10798.0,4262.6
2358,10323,2176.4,10798.0,4262.6
2359,10325,2180.0,10798.0,4262.6
2360,10326,2180.2,10798.0,4262.6
2361,10332,2192.9,10798.0,4262.6
2362,10336,2202.2,10798.0,4262.6
2363,10341,2212.9,10798.0,4262.6
2364,10346,2210.6,10798.0,4262.6
2365,10349,2216.6,10798.0,4262.6
2366,10354,2219.0,10798.0,4262.6
2367,10358,2195.8,10798.0,4262.6
2368,10361,2195.1,10798.0,4262.6
2369,10363,2199.3,10798.0,4262.6
2370,10369,2199.7,10798.0,4262.6
2371,10374,2204.5,10798.0,4262.6
2372,10377,2202.8,10798.0,4262.6
2373,10382,2199.2,10798.0,4262.6
2374,10389,2187.7,10798.0,4262.6
2375,10391,2184.8,10798.0,4262.6
2376,10393,2182.4,10798.0,4262.6
2377,10399,2169.6,10798.0,4262.6
2378,10402,2175.8,10798.0,4262.6
2379,10406,2177.6,10798.0,4262.6
2380,10410,2200.5,10798.0,4262.6
2381,10413,2204.7,10798.0,4262.6
2382,10418,2200.2,10798.0,4262.6
2383,10425,2198.1,10798.0,4262.6
2384,10429,2187.4,10798.0,4262.6
2385,10432,2171.9,10798.0,4262.6
2386,10437,2164.8,10798.0,4262.6
2387,10441,2144.1,10798.0,4262.6
2388,10445,2151.7,10798.0,4262.6
2389,10446,2150.3,10798.0,4262.6
2390,10452,2118.6,10798.0,4262.6
2391,10459,2110.8,10798.0,4262.6
2392,10467,2099.4,10798.0,4262.6
2393,10468,2096.2,10798.0,4262.6
2394,10471,2094.2,10798.0,4262.6
2395,10477,2085.2,10798.0,4262.6
2396,10478,2081.4,10798.0,4262.6
2397,10485,2074.0,10798.0,4262.6
2398,10489,2079.5,10798.0,4262.6
2399,10493,2074.4,10798.0,4262.6
