iteration,episode,avg_score,best_score,best_avg_score
2748,514,-0.44,0.0,-0.22
2753,515,-0.43,0.0,-0.22
2903,516,-0.43,0.0,-0.22
3064,519,-0.39,0.0,-0.22
3066,521,-0.37,0.0,-0.22
3069,522,-0.39,0.0,-0.22
3071,523,-0.39,0.0,-0.22
3124,548,-0.38,0.0,-0.22
3126,552,-0.36,0.0,-0.22
3127,562,-0.31,0.0,-0.22
3128,578,-0.26,0.0,-0.22
3129,589,-0.23,0.0,-0.22
3130,603,-0.27,0.0,-0.22
3131,615,-0.26,0.0,-0.22
3132,626,-0.28,0.0,-0.22
3133,631,-0.26,0.0,-0.22
3134,632,-0.25,0.0,-0.22
3135,635,-0.26,0.0,-0.22
3276,636,-0.26,0.0,-0.22
3339,637,-0.25,0.0,-0.22
3452,638,-0.25,0.0,-0.22
3465,640,-0.27,0.0,-0.22
3528,641,-0.26,0.0,-0.22
3529,642,-0.26,0.0,-0.22
3534,643,-0.26,0.0,-0.22
3685,644,-0.25,0.0,-0.22
3845,647,-0.25,0.0,-0.22
3847,649,-0.24,0.0,-0.22
3850,650,-0.24,0.0,-0.22
3852,651,-0.23,0.0,-0.22
3906,676,-0.53,0.0,-0.22
3907,677,-0.53,0.0,-0.22
3908,686,-0.53,0.0,-0.22
3909,704,-0.56,0.0,-0.22
3910,715,-0.59,0.0,-0.22
3911,727,-0.55,0.0,-0.22
3912,741,-0.57,0.0,-0.22
3913,752,-0.59,0.0,-0.22
3914,757,-0.52,0.0,-0.22
3915,760,-0.5,0.0,-0.22
3916,762,-0.49,0.0,-0.22
3917,763,-0.48,0.0,-0.22
4058,764,-0.47,0.0,-0.22
4121,765,-0.48,0.0,-0.22
4233,766,-0.47,0.0,-0.22
4246,768,-0.45,0.0,-0.22
4309,769,-0.47,0.0,-0.22
4310,770,-0.46,0.0,-0.22
4316,771,-0.48,0.0,-0.22
4466,772,-0.48,0.0,-0.22
4626,774,-0.44,0.0,-0.22
4627,775,-0.43,0.0,-0.22
4628,776,-0.4,0.0,-0.22
4629,777,-0.4,0.0,-0.22
4632,778,-0.41,0.0,-0.22
4633,779,-0.41,0.0,-0.22
4687,804,-0.35,0.0,-0.22
4689,813,-0.36,0.0,-0.22
4690,826,-0.35,0.0,-0.22
4691,840,-0.35,0.0,-0.22
4692,851,-0.32,0.0,-0.22
4693,866,-0.29,0.0,-0.22
4694,876,-0.25,0.0,-0.22
4695,884,-0.23,0.0,-0.22
4696,888,-0.23,0.0,-0.22
4697,890,-0.22,0.0,-0.22
4698,891,-0.22,0.0,-0.22
4839,892,-0.22,0.0,-0.22
4902,893,-0.22,0.0,-0.22
5014,894,-0.22,0.0,-0.22
5028,896,-0.2,0.0,-0.2
5091,897,-0.21,0.0,-0.2
5092,898,-0.21,0.0,-0.2
5097,899,-0.21,0.0,-0.2
5247,900,-0.21,0.0,-0.2
5408,903,-0.25,0.0,-0.2
5409,904,-0.24,0.0,-0.2
5410,905,-0.24,0.0,-0.2
5413,906,-0.23,0.0,-0.2
5414,907,-0.23,0.0,-0.2
5468,932,-0.22,0.0,-0.2
5470,939,-0.24,0.0,-0.2
5471,950,-0.26,0.0,-0.2
5472,967,-0.33,0.0,-0.2
5473,974,-0.34,0.0,-0.2
5474,991,-0.37,0.0,-0.2
5475,1000,-0.4,0.0,-0.2
5476,1010,-0.38,0.0,-0.2
5477,1016,-0.39,0.0,-0.2
5478,1017,-0.37,0.0,-0.2
5479,1019,-0.37,0.0,-0.2
5620,1020,-0.39,0.0,-0.2
